locus.name	type	includes.genes	locus.altname1	locus.altname2	locus.altname3	Weinell2024.alignments
locus1788	UCE	TCF7L2	WeinellEntry2277	UCE_1322	sample66_0000002977	TRUE
locus1789	UCE	TSHZ1	WeinellEntry2278	UCE_1323	sample66_0000001032	TRUE
locus1790	UCE	NA	WeinellEntry2279	UCE_1329	sample66_0000000911	TRUE
locus1791	UCE	NA	WeinellEntry2280	UCE_1333	sample66_0000000852	TRUE
locus1792	UCE	NA	WeinellEntry2281	UCE_1334	sample66_0000000538	TRUE
locus1793	UCE	BAZ2B	WeinellEntry2282	UCE_1335	sample66_0000001261	TRUE
locus1794	UCE	LOC106547896	WeinellEntry2283	UCE_1336	sample66_0000000718	TRUE
locus1795	UCE	CNOT2	WeinellEntry2284	UCE_1339	sample66_0000003059	TRUE
locus1796	UCE	NA	WeinellEntry2285	UCE_134	sample66_0000001113	TRUE
locus1797	UCE	NA	WeinellEntry2286	UCE_1342	sample66_0000000343	TRUE
locus1798	UCE	NA	WeinellEntry2287	UCE_1345	sample66_0000003060	TRUE
locus1799	UCE	NA	WeinellEntry2288	UCE_1346	sample66_0000000683	TRUE
locus1800	UCE	CCDC178	WeinellEntry2289	UCE_1348	sample66_0000003056	TRUE
locus1801	UCE	NA	WeinellEntry2290	UCE_1349	sample66_0000000818	TRUE
locus1802	UCE	NA	WeinellEntry2291	UCE_1350	sample66_0000001223	TRUE
locus1803	UCE	NA	WeinellEntry2292	UCE_1351	sample66_0000002943	TRUE
locus1804	UCE	NA	WeinellEntry2293	UCE_1354	sample66_0000000248	TRUE
locus1805	UCE	MEIS2	WeinellEntry2294	UCE_1357	sample66_0000000708	TRUE
locus1806	UCE	LOC106555148	WeinellEntry2295	UCE_1358	sample66_0000000439	TRUE
locus1807	UCE	NA	WeinellEntry2297	UCE_1363	sample66_0000000474	TRUE
locus1808	UCE	NA	WeinellEntry2298	UCE_1366	sample66_0000001163	TRUE
locus1809	UCE	MEIS2	WeinellEntry2299	UCE_1368	sample66_0000001134	TRUE
locus1810	UCE	NA	WeinellEntry2300	UCE_1374	sample66_0000000478	TRUE
locus1811	UCE	USH2A	WeinellEntry2301	UCE_1375	sample66_0000001156	TRUE
locus1812	UCE	NA	WeinellEntry2302	UCE_1376	sample66_0000001544	TRUE
locus1813	UCE	NA	WeinellEntry2303	UCE_1378	sample66_0000002640	TRUE
locus1814	UCE	NPAS3	WeinellEntry2304	UCE_1385	sample66_0000000936	TRUE
locus1815	UCE	TSHZ1	WeinellEntry2305	UCE_1389	sample66_0000001513	TRUE
locus1816	UCE	TTC29	WeinellEntry2306	UCE_139	sample66_0000001385	TRUE
locus1817	UCE	NA	WeinellEntry2307	UCE_1394	sample66_0000001512	TRUE
locus1818	UCE	NA	WeinellEntry2308	UCE_1395	sample66_0000003123	TRUE
locus1819	UCE	CAMKMT	WeinellEntry2309	UCE_1397	sample66_0000000799	TRUE
locus1820	UCE	NA	WeinellEntry2310	UCE_14	sample66_0000001645	TRUE
locus1821	UCE	RBFOX2	WeinellEntry2311	UCE_1402	sample66_0000001218	TRUE
locus1822	UCE	NA	WeinellEntry2312	UCE_1403	sample66_0000000929	TRUE
locus1823	UCE	EHBP1	WeinellEntry2313	UCE_1405	sample66_0000000546	TRUE
locus1824	UCE	NA	WeinellEntry2314	UCE_1408	sample66_0000002818	TRUE
locus1825	UCE	NA	WeinellEntry2315	UCE_1410	sample66_0000000713	TRUE
locus1826	UCE	ZNF407	WeinellEntry2316	UCE_1412	sample66_0000003054	TRUE
locus1827	UCE	LOC106553059	WeinellEntry2317	UCE_1415	sample66_0000001626	TRUE
locus1828	UCE	NA	WeinellEntry2318	UCE_1420	sample66_0000000665	TRUE
locus1829	UCE	NA	WeinellEntry2319	UCE_1423	sample66_0000000363	TRUE
locus1830	UCE	EHBP1	WeinellEntry2320	UCE_1425	sample66_0000000485	TRUE
locus1831	UCE	NA	WeinellEntry2321	UCE_1427	sample66_0000001676	TRUE
locus1832	UCE	SUZ12	WeinellEntry2323	UCE_1435	sample66_0000000895	TRUE
locus1833	UCE	NA	WeinellEntry2324	UCE_1442	sample66_0000001635	TRUE
locus1834	UCE	NA	WeinellEntry2325	UCE_1446	sample66_0000001443	TRUE
locus1835	UCE	NA	WeinellEntry2326	UCE_1447	sample66_0000000833	TRUE
locus1836	UCE	NA	WeinellEntry2327	UCE_1451	sample66_0000000741	TRUE
locus1838	UCE	NA	WeinellEntry2329	UCE_1454	sample66_0000002805	TRUE
locus1839	UCE	LOC106552244	WeinellEntry2330	UCE_1458	sample66_0000001175	TRUE
locus1840	UCE	NA	WeinellEntry2331	UCE_1462	sample66_0000000645	TRUE
locus1841	UCE	NA	WeinellEntry2333	UCE_1469	sample66_0000000883	TRUE
locus1842	UCE	NA	WeinellEntry2334	UCE_1471	sample66_0000000541	TRUE
locus1843	UCE	NA	WeinellEntry2335	UCE_1474	sample66_0000001127	TRUE
locus1844	UCE	NA	WeinellEntry2336	UCE_1478	sample66_0000001659	TRUE
locus1845	UCE	NA	WeinellEntry2338	UCE_1480	sample66_0000000838	TRUE
locus1846	UCE	NA	WeinellEntry2339	UCE_1482	sample66_0000000368	TRUE
locus1847	UCE	NA	WeinellEntry2340	UCE_1483	sample66_0000003080	TRUE
locus1848	UCE	SS18	WeinellEntry2341	UCE_1485	sample66_0000001200	TRUE
locus1849	UCE	NA	WeinellEntry2342	UCE_1489	sample66_0000001075	TRUE
locus1850	UCE	LOC106541412;LRPPRC	WeinellEntry2343	UCE_149	sample66_0000001245	TRUE
locus1851	UCE	MCTP1	WeinellEntry2344	UCE_1492	sample66_0000000770	TRUE
locus1852	UCE	NA	WeinellEntry2345	UCE_1499	sample66_0000002867	TRUE
locus1853	UCE	NA	WeinellEntry2347	UCE_1506	sample66_0000003114	TRUE
locus1854	UCE	NA	WeinellEntry2348	UCE_1509	sample66_0000003077	TRUE
locus1855	UCE	NA	WeinellEntry2349	UCE_1512	sample66_0000000711	TRUE
locus1856	UCE	NA	WeinellEntry2350	UCE_1514	sample66_0000002928	TRUE
locus1858	UCE	NA	WeinellEntry2352	UCE_1523	sample66_0000000065	TRUE
locus1859	UCE	NA	WeinellEntry2353	UCE_1526	sample66_0000000721	TRUE
locus1860	UCE	NA	WeinellEntry2354	UCE_1528	sample66_0000001641	TRUE
locus1861	UCE	MIPOL1	WeinellEntry2355	UCE_1529	sample66_0000002605	TRUE
locus1862	UCE	NA	WeinellEntry2356	UCE_153	sample66_0000002678	TRUE
locus1863	UCE	NA	WeinellEntry2357	UCE_1531	sample66_0000000939	TRUE
locus1864	UCE	NA	WeinellEntry2358	UCE_1535	sample66_0000003048	TRUE
locus1865	UCE	NA	WeinellEntry2359	UCE_1538	sample66_0000003046	TRUE
locus1866	UCE	WDR26	WeinellEntry2360	UCE_1539	sample66_0000000821	TRUE
locus1867	UCE	NA	WeinellEntry2362	UCE_1540	sample66_0000001613	TRUE
locus1868	UCE	NA	WeinellEntry2363	UCE_1544	sample66_0000000739	TRUE
locus1869	UCE	NA	WeinellEntry2364	UCE_1545	sample66_0000002912	TRUE
locus1870	UCE	NA	WeinellEntry2365	UCE_1547	sample66_0000000473	TRUE
locus1871	UCE	NA	WeinellEntry2366	UCE_1556	sample66_0000000085	TRUE
locus1872	UCE	NA	WeinellEntry2367	UCE_1558	sample66_0000001069	TRUE
locus1873	UCE	NA	WeinellEntry2368	UCE_1560	sample66_0000000445	TRUE
locus1874	UCE	ST8SIA4	WeinellEntry2369	UCE_1561	sample66_0000000695	TRUE
locus1875	UCE	CCDC178	WeinellEntry2370	UCE_1562	sample66_0000000763	TRUE
locus1876	UCE	DAZAP1	WeinellEntry2371	UCE_1563	sample66_0000001472	TRUE
locus1877	UCE	NA	WeinellEntry2372	UCE_1565	sample66_0000001031	TRUE
locus1878	UCE	NA	WeinellEntry2373	UCE_1568	sample66_0000003058	TRUE
locus1879	UCE	CHD9	WeinellEntry2375	UCE_157	sample66_0000001273	TRUE
locus1880	UCE	NA	WeinellEntry2376	UCE_1570	sample66_0000003049	TRUE
locus1881	UCE	NA	WeinellEntry2377	UCE_1572	sample66_0000001528	TRUE
locus1882	UCE	NA	WeinellEntry2378	UCE_1576	sample66_0000002813	TRUE
locus1883	UCE	LOC106543442	WeinellEntry2379	UCE_1579	sample66_0000001101	TRUE
locus1884	UCE	LOC106554494	WeinellEntry2380	UCE_1582	sample66_0000000743	TRUE
locus1885	UCE	NA	WeinellEntry2381	UCE_1588	sample66_0000000283	TRUE
locus1886	UCE	NA	WeinellEntry2382	UCE_1590	sample66_0000000496	TRUE
locus1887	UCE	LOC106551986	WeinellEntry2383	UCE_1594	sample66_0000000924	TRUE
locus1888	UCE	XPO1	WeinellEntry2384	UCE_1597	sample66_0000002869	TRUE
locus1889	UCE	NA	WeinellEntry2385	UCE_16	sample66_0000002654	TRUE
locus1890	UCE	NA	WeinellEntry2386	UCE_1600	sample66_0000002855	TRUE
locus1891	UCE	NA	WeinellEntry2387	UCE_1601	sample66_0000000648	TRUE
locus1892	UCE	NA	WeinellEntry2388	UCE_1602	sample66_0000003021	TRUE
locus1893	UCE	LOC106539906	WeinellEntry2389	UCE_1613	sample66_0000001462	TRUE
locus1894	UCE	NA	WeinellEntry2390	UCE_1614	sample66_0000001140	TRUE
locus1895	UCE	RSRC1	WeinellEntry2391	UCE_1616	sample66_0000002884	TRUE
locus1896	UCE	NA	WeinellEntry2392	UCE_1621	sample66_0000000748	TRUE
locus1897	UCE	NA	WeinellEntry2393	UCE_1624	sample66_0000000612	TRUE
locus1898	UCE	NA	WeinellEntry2394	UCE_1625	sample66_0000002983	TRUE
locus1899	UCE	NA	WeinellEntry2395	UCE_1630	sample66_0000002665	TRUE
locus1900	UCE	AKAP6	WeinellEntry2396	UCE_1631	sample66_0000000227	TRUE
locus1901	UCE	NA	WeinellEntry2397	UCE_1633	sample66_0000002996	TRUE
locus1902	UCE	ST18	WeinellEntry2398	UCE_1634	sample66_0000000279	TRUE
locus1903	UCE	NA	WeinellEntry2399	UCE_1639	sample66_0000000272	TRUE
locus1904	UCE	NA	WeinellEntry2400	UCE_1641	sample66_0000000926	TRUE
locus1905	UCE	NA	WeinellEntry2401	UCE_1642	sample66_0000000112	TRUE
locus1906	UCE	LOC106556866	WeinellEntry2402	UCE_1643	sample66_0000002954	TRUE
locus1907	UCE	BIRC6	WeinellEntry2403	UCE_1645	sample66_0000000123	TRUE
locus1908	UCE	NA	WeinellEntry2404	UCE_1648	sample66_0000001029	TRUE
locus1909	UCE	NA	WeinellEntry2405	UCE_1650	sample66_0000002989	TRUE
locus1910	UCE	NA	WeinellEntry2406	UCE_1652	sample66_0000001617	TRUE
locus1911	UCE	NA	WeinellEntry2407	UCE_1658	sample66_0000003099	TRUE
locus1912	UCE	OLA1	WeinellEntry2409	UCE_166	sample66_0000002892	TRUE
locus1913	UCE	NA	WeinellEntry2410	UCE_1660	sample66_0000000415	TRUE
locus1914	UCE	NA	WeinellEntry2411	UCE_1662	sample66_0000001043	TRUE
locus1915	UCE	NA	WeinellEntry2412	UCE_1667	sample66_0000001126	TRUE
locus1916	UCE	NA	WeinellEntry2414	UCE_1675	sample66_0000000527	TRUE
locus1917	UCE	NA	WeinellEntry2415	UCE_1677	sample66_0000000631	TRUE
locus1918	UCE	NA	WeinellEntry2416	UCE_1678	sample66_0000000717	TRUE
locus1919	UCE	NA	WeinellEntry2417	UCE_1683	sample66_0000001144	TRUE
locus1920	UCE	NA	WeinellEntry2418	UCE_1689	sample66_0000000792	TRUE
locus1921	UCE	NA	WeinellEntry2420	UCE_1694	sample66_0000002810	TRUE
locus1922	UCE	ZEB2	WeinellEntry2421	UCE_1698	sample66_0000001210	TRUE
locus1923	UCE	NA	WeinellEntry2422	UCE_17	sample66_0000001055	TRUE
locus1924	UCE	HIBADH	WeinellEntry2423	UCE_170	sample66_0000002850	TRUE
locus1925	UCE	NA	WeinellEntry2424	UCE_1702	sample66_0000000866	TRUE
locus1926	UCE	BNC2	WeinellEntry2425	UCE_1703	sample66_0000001498	TRUE
locus1927	UCE	NA	WeinellEntry2426	UCE_1705	sample66_0000002653	TRUE
locus1928	UCE	NA	WeinellEntry2427	UCE_1709	sample66_0000002878	TRUE
locus1929	UCE	ZEB2	WeinellEntry2428	UCE_171	sample66_0000000262	TRUE
locus1930	UCE	ELP4	WeinellEntry2429	UCE_1713	sample66_0000001475	TRUE
locus1931	UCE	PROX1	WeinellEntry2430	UCE_1718	sample66_0000003026	TRUE
locus1932	UCE	FOXP2	WeinellEntry2431	UCE_1719	sample66_0000001246	TRUE
locus1933	UCE	LOC106543697	WeinellEntry2432	UCE_172	sample66_0000000749	TRUE
locus1934	UCE	BCLAF1	WeinellEntry2433	UCE_1722	sample66_0000001515	TRUE
locus1935	UCE	PRUNE2	WeinellEntry2434	UCE_1733	sample66_0000002697	TRUE
locus1936	UCE	NA	WeinellEntry2435	UCE_1736	sample66_0000002952	TRUE
locus1937	UCE	NA	WeinellEntry2436	UCE_1742	sample66_0000001323	TRUE
locus1938	UCE	NA	WeinellEntry2437	UCE_1743	sample66_0000000099	TRUE
locus1939	UCE	NA	WeinellEntry2438	UCE_1745	sample66_0000000434	TRUE
locus1940	UCE	NA	WeinellEntry2439	UCE_1747	sample66_0000002963	TRUE
locus1941	UCE	NA	WeinellEntry2440	UCE_1748	sample66_0000003111	TRUE
locus1942	UCE	NA	WeinellEntry2441	UCE_1750	sample66_0000001589	TRUE
locus1943	UCE	NA	WeinellEntry2442	UCE_1751	sample66_0000003094	TRUE
locus1944	UCE	NAA15	WeinellEntry2443	UCE_1752	sample66_0000000052	TRUE
locus1945	UCE	NA	WeinellEntry2444	UCE_1754	sample66_0000003097	TRUE
locus1946	UCE	NA	WeinellEntry2445	UCE_1756	sample66_0000001168	TRUE
locus1947	UCE	NA	WeinellEntry2446	UCE_1758	sample66_0000002905	TRUE
locus1948	UCE	ESRRG	WeinellEntry2447	UCE_1762	sample66_0000000240	TRUE
locus1949	UCE	NA	WeinellEntry2448	UCE_1763	sample66_0000001353	TRUE
locus1950	UCE	NA	WeinellEntry2449	UCE_1765	sample66_0000002620	TRUE
locus1951	UCE	NA	WeinellEntry2450	UCE_1766	sample66_0000001251	TRUE
locus1952	UCE	NA	WeinellEntry2451	UCE_1767	sample66_0000000769	TRUE
locus1953	UCE	NA	WeinellEntry2452	UCE_1768	sample66_0000001174	TRUE
locus1954	UCE	NA	WeinellEntry2453	UCE_1769	sample66_0000003086	TRUE
locus1955	UCE	HNRNPA2B1	WeinellEntry2454	UCE_1770	sample66_0000000387	TRUE
locus1956	UCE	NA	WeinellEntry2455	UCE_1774	sample66_0000001417	TRUE
locus1957	UCE	NA	WeinellEntry2456	UCE_1775	sample66_0000000371	TRUE
locus1958	UCE	NA	WeinellEntry2457	UCE_1776	sample66_0000002950	TRUE
locus1959	UCE	NA	WeinellEntry2458	UCE_1780	sample66_0000003101	TRUE
locus1960	UCE	ZFPM2	WeinellEntry2459	UCE_1781	sample66_0000003106	TRUE
locus1961	UCE	NA	WeinellEntry2460	UCE_1785	sample66_0000001593	TRUE
locus1962	UCE	NA	WeinellEntry2461	UCE_1786	sample66_0000000551	TRUE
locus1963	UCE	NA	WeinellEntry2462	UCE_1787	sample66_0000000662	TRUE
locus1964	UCE	NA	WeinellEntry2463	UCE_1793	sample66_0000001110	TRUE
locus1965	UCE	NA	WeinellEntry2464	UCE_1796	sample66_0000001444	TRUE
locus1966	UCE	NA	WeinellEntry2466	UCE_18	sample66_0000000960	TRUE
locus1967	UCE	NA	WeinellEntry2467	UCE_1802	sample66_0000003040	TRUE
locus1968	UCE	PRPF4B	WeinellEntry2468	UCE_1806	sample66_0000002918	TRUE
locus1969	UCE	ADAMTS6	WeinellEntry2469	UCE_1808	sample66_0000002904	TRUE
locus1970	UCE	NA	WeinellEntry2470	UCE_1809	sample66_0000000375	TRUE
locus1971	UCE	LIN52	WeinellEntry2471	UCE_181	sample66_0000000830	TRUE
locus1972	UCE	ZFPM2	WeinellEntry2472	UCE_1811	sample66_0000000137	TRUE
locus1973	UCE	NA	WeinellEntry2473	UCE_1813	sample66_0000000196	TRUE
locus1974	UCE	NA	WeinellEntry2474	UCE_1814	sample66_0000000720	TRUE
locus1975	UCE	SDCCAG8	WeinellEntry2476	UCE_182	sample66_0000002591	TRUE
locus1976	UCE	NA	WeinellEntry2477	UCE_1820	sample66_0000001035	TRUE
locus1977	UCE	PRDM6	WeinellEntry2478	UCE_1825	sample66_0000001117	TRUE
locus1978	UCE	NA	WeinellEntry2479	UCE_183	sample66_0000002966	TRUE
locus1979	UCE	NA	WeinellEntry2480	UCE_1830	sample66_0000001580	TRUE
locus1980	UCE	NA	WeinellEntry2481	UCE_1836	sample66_0000000113	TRUE
locus1981	UCE	NFIA	WeinellEntry2482	UCE_1841	sample66_0000001047	TRUE
locus1982	UCE	SUPT3H	WeinellEntry2483	UCE_1842	sample66_0000001317	TRUE
locus1983	UCE	NA	WeinellEntry2484	UCE_1845	sample66_0000000169	TRUE
locus1984	UCE	NA	WeinellEntry2486	UCE_1850	sample66_0000000394	TRUE
locus1985	UCE	ESRRG	WeinellEntry2487	UCE_1858	sample66_0000002787	TRUE
locus1986	UCE	NA	WeinellEntry2488	UCE_186	sample66_0000000907	TRUE
locus1987	UCE	METAP1D	WeinellEntry2489	UCE_1863	sample66_0000002625	TRUE
locus1988	UCE	TAF4B	WeinellEntry2490	UCE_1868	sample66_0000000133	TRUE
locus1989	UCE	LOC106547456	WeinellEntry2493	UCE_1877	sample66_0000002906	TRUE
locus1990	UCE	NA	WeinellEntry2494	UCE_1878	sample66_0000003032	TRUE
locus1991	UCE	EBF1	WeinellEntry2498	UCE_1888	sample66_0000001496	TRUE
locus1992	UCE	NA	WeinellEntry2500	UCE_1890	sample66_0000000217	TRUE
locus1993	UCE	AKT3	WeinellEntry2501	UCE_1891	sample66_0000003055	TRUE
locus1994	UCE	LOC106544634	WeinellEntry2502	UCE_1892	sample66_0000000765	TRUE
locus1995	UCE	NA	WeinellEntry2503	UCE_1897	sample66_0000000498	TRUE
locus1996	UCE	NA	WeinellEntry2504	UCE_1899	sample66_0000001658	TRUE
locus1997	UCE	NA	WeinellEntry2505	UCE_19	sample66_0000003112	TRUE
locus1998	UCE	NA	WeinellEntry2506	UCE_190	sample66_0000002601	TRUE
locus1999	UCE	NA	WeinellEntry2507	UCE_1903	sample66_0000000644	TRUE
locus2000	UCE	NA	WeinellEntry2508	UCE_1904	sample66_0000000444	TRUE
locus2001	UCE	NFIA	WeinellEntry2509	UCE_1906	sample66_0000000513	TRUE
locus2002	UCE	NA	WeinellEntry2510	UCE_1907	sample66_0000002622	TRUE
locus2003	UCE	NA	WeinellEntry2511	UCE_1908	sample66_0000000410	TRUE
locus2004	UCE	NA	WeinellEntry2512	UCE_191	sample66_0000002997	TRUE
locus2005	UCE	NA	WeinellEntry2513	UCE_1910	sample66_0000001312	TRUE
locus2006	UCE	NA	WeinellEntry2514	UCE_1912	sample66_0000002060	TRUE
locus2007	UCE	NA	WeinellEntry2515	UCE_1913	sample66_0000002808	TRUE
locus2008	UCE	MEIS2	WeinellEntry2516	UCE_1917	sample66_0000000614	TRUE
locus2009	UCE	NA	WeinellEntry2519	UCE_1925	sample66_0000000465	TRUE
locus2010	UCE	DPH6	WeinellEntry2520	UCE_1933	sample66_0000001105	TRUE
locus2011	UCE	NA	WeinellEntry2521	UCE_1937	sample66_0000000509	TRUE
locus2012	UCE	SATB1	WeinellEntry2522	UCE_1941	sample66_0000000542	TRUE
locus2013	UCE	STOX2	WeinellEntry2523	UCE_1943	sample66_0000001477	TRUE
locus2014	UCE	NA	WeinellEntry2524	UCE_1946	sample66_0000002917	TRUE
locus2015	UCE	NA	WeinellEntry2525	UCE_1960	sample66_0000000521	TRUE
locus2016	UCE	NA	WeinellEntry2526	UCE_1961	sample66_0000001642	TRUE
locus2017	UCE	NA	WeinellEntry2527	UCE_1965	sample66_0000000231	TRUE
locus2018	UCE	NA	WeinellEntry2528	UCE_1966	sample66_0000000606	TRUE
locus2019	UCE	NA	WeinellEntry2529	UCE_1970	sample66_0000002305	TRUE
locus2020	UCE	NA	WeinellEntry2530	UCE_1971	sample66_0000001340	TRUE
locus2021	UCE	LOC106539768	WeinellEntry2531	UCE_1977	sample66_0000000155	TRUE
locus2022	UCE	NPAS3	WeinellEntry2533	UCE_1980	sample66_0000000487	TRUE
locus2023	UCE	NA	WeinellEntry2534	UCE_1985	sample66_0000001153	TRUE
locus2024	UCE	RUNX1T1	WeinellEntry2535	UCE_1986	sample66_0000001651	TRUE
locus2025	UCE	NA	WeinellEntry2536	UCE_1988	sample66_0000001290	TRUE
locus2026	UCE	NA	WeinellEntry2537	UCE_1989	sample66_0000003074	TRUE
locus2027	UCE	LOC106546735	WeinellEntry2539	UCE_1996	sample66_0000000082	TRUE
locus2028	UCE	NA	WeinellEntry2540	UCE_1997	sample66_0000002909	TRUE
locus2029	UCE	NA	WeinellEntry2541	UCE_2005	sample66_0000002933	TRUE
locus2030	UCE	NA	WeinellEntry2542	UCE_2007	sample66_0000000007	TRUE
locus2031	UCE	LIN52	WeinellEntry2543	UCE_2008	sample66_0000002812	TRUE
locus2032	UCE	LOC106546735	WeinellEntry2544	UCE_2010	sample66_0000000904	TRUE
locus2033	UCE	NA	WeinellEntry2545	UCE_2012	sample66_0000001625	TRUE
locus2034	UCE	CAMKMT	WeinellEntry2547	UCE_2016	sample66_0000002960	TRUE
locus2035	UCE	NA	WeinellEntry2548	UCE_202	sample66_0000000950	TRUE
locus2036	UCE	TRPS1	WeinellEntry2549	UCE_2020	sample66_0000001149	TRUE
locus2037	UCE	NA	WeinellEntry2550	UCE_2023	sample66_0000000047	TRUE
locus2038	UCE	SOX6	WeinellEntry2551	UCE_2024	sample66_0000001231	TRUE
locus2039	UCE	LOC106552101	WeinellEntry2552	UCE_2025	sample66_0000000902	TRUE
locus2040	UCE	NA	WeinellEntry2554	UCE_2031	sample66_0000000611	TRUE
locus2041	UCE	NA	WeinellEntry2555	UCE_2033	sample66_0000000804	TRUE
locus2042	UCE	IKZF2	WeinellEntry2556	UCE_2035	sample66_0000002945	TRUE
locus2043	UCE	LOC106555695	WeinellEntry2557	UCE_2036	sample66_0000000785	TRUE
locus2044	UCE	NA	WeinellEntry2558	UCE_2043	sample66_0000000437	TRUE
locus2045	UCE	POU6F2	WeinellEntry2559	UCE_2048	sample66_0000000604	TRUE
locus2046	UCE	NA	WeinellEntry2560	UCE_205	sample66_0000001371	TRUE
locus2047	UCE	NA	WeinellEntry2561	UCE_2051	sample66_0000002125	TRUE
locus2048	UCE	NA	WeinellEntry2564	UCE_2062	sample66_0000001100	TRUE
locus2049	UCE	NA	WeinellEntry2565	UCE_2063	sample66_0000002240	TRUE
locus2050	UCE	PPP6R3	WeinellEntry2566	UCE_2064	sample66_0000001497	TRUE
locus2051	UCE	LOC106543596	WeinellEntry2567	UCE_2066	sample66_0000001063	TRUE
locus2052	UCE	RANBP17	WeinellEntry2568	UCE_2068	sample66_0000003015	TRUE
locus2053	UCE	FOXP1	WeinellEntry2569	UCE_2069	sample66_0000001455	TRUE
locus2054	UCE	NA	WeinellEntry2570	UCE_207	sample66_0000000259	TRUE
locus2055	UCE	TTC29	WeinellEntry2571	UCE_2073	sample66_0000002068	TRUE
locus2056	UCE	NA	WeinellEntry2572	UCE_2075	sample66_0000000322	TRUE
locus2057	UCE	AKT3	WeinellEntry2573	UCE_2077	sample66_0000001985	TRUE
locus2058	UCE	NA	WeinellEntry2574	UCE_2079	sample66_0000001585	TRUE
locus2059	UCE	NA	WeinellEntry2575	UCE_208	sample66_0000000362	TRUE
locus2060	UCE	NA	WeinellEntry2577	UCE_2082	sample66_0000002597	TRUE
locus2061	UCE	LOC106551418	WeinellEntry2578	UCE_2083	sample66_0000001384	TRUE
locus2062	UCE	NA	WeinellEntry2579	UCE_2088	sample66_0000002915	TRUE
locus2063	UCE	NA	WeinellEntry2580	UCE_2089	sample66_0000003001	TRUE
locus2064	UCE	NA	WeinellEntry2581	UCE_2090	sample66_0000000468	TRUE
locus2065	UCE	NA	WeinellEntry2582	UCE_2100	sample66_0000000071	TRUE
locus2066	UCE	LOC106557282	WeinellEntry2583	UCE_2102	sample66_0000001085	TRUE
locus2067	UCE	NA	WeinellEntry2584	UCE_2103	sample66_0000001373	TRUE
locus2068	UCE	TCF7L2	WeinellEntry2585	UCE_2108	sample66_0000001015	TRUE
locus2069	UCE	NA	WeinellEntry2586	UCE_2109	sample66_0000002951	TRUE
locus2070	UCE	CAMKMT	WeinellEntry2587	UCE_2112	sample66_0000001389	TRUE
locus2071	UCE	NA	WeinellEntry2588	UCE_2113	sample66_0000001285	TRUE
locus2072	UCE	SATB1	WeinellEntry2589	UCE_2114	sample66_0000003014	TRUE
locus2073	UCE	NA	WeinellEntry2590	UCE_2116	sample66_0000002402	TRUE
locus2074	UCE	NA	WeinellEntry2591	UCE_2118	sample66_0000003035	TRUE
locus2075	UCE	GPD2	WeinellEntry2592	UCE_2119	sample66_0000000825	TRUE
locus2076	UCE	NA	WeinellEntry2593	UCE_2120	sample66_0000000450	TRUE
locus2077	UCE	NA	WeinellEntry2594	UCE_2122	sample66_0000001230	TRUE
locus2078	UCE	NA	WeinellEntry2595	UCE_2124	sample66_0000000110	TRUE
locus2079	UCE	NA	WeinellEntry2596	UCE_2125	sample66_0000001226	TRUE
locus2080	UCE	NA	WeinellEntry2597	UCE_2126	sample66_0000001715	TRUE
locus2081	UCE	NA	WeinellEntry2598	UCE_2138	sample66_0000002331	TRUE
locus2082	UCE	NA	WeinellEntry2599	UCE_2140	sample66_0000001767	TRUE
locus2083	UCE	PAX3	WeinellEntry2600	UCE_2142	sample66_0000002621	TRUE
locus2084	UCE	NA	WeinellEntry2601	UCE_2146	sample66_0000002086	TRUE
locus2085	UCE	NA	WeinellEntry2602	UCE_2149	sample66_0000001648	TRUE
locus2086	UCE	NA	WeinellEntry2603	UCE_2155	sample66_0000001191	TRUE
locus2087	UCE	RPS6KC1	WeinellEntry2604	UCE_2156	sample66_0000000360	TRUE
locus2088	UCE	NIPBL	WeinellEntry2605	UCE_2157	sample66_0000000762	TRUE
locus2089	UCE	NHS	WeinellEntry2606	UCE_2160	sample66_0000000252	TRUE
locus2090	UCE	NOL4	WeinellEntry2607	UCE_2162	sample66_0000001530	TRUE
locus2091	UCE	INPP5A	WeinellEntry2608	UCE_2164	sample66_0000000959	TRUE
locus2092	UCE	LOC106544497	WeinellEntry2609	UCE_2169	sample66_0000002505	TRUE
locus2093	UCE	NA	WeinellEntry2610	UCE_2172	sample66_0000002526	TRUE
locus2094	UCE	NA	WeinellEntry2612	UCE_2180	sample66_0000000277	TRUE
locus2095	UCE	NA	WeinellEntry2613	UCE_219	sample66_0000000267	TRUE
locus2096	UCE	LOC106539001	WeinellEntry2614	UCE_2190	sample66_0000001908	TRUE
locus2097	UCE	NA	WeinellEntry2615	UCE_2193	sample66_0000002690	TRUE
locus2098	UCE	NA	WeinellEntry2616	UCE_2194	sample66_0000000846	TRUE
locus2099	UCE	NA	WeinellEntry2617	UCE_2196	sample66_0000000680	TRUE
locus2100	UCE	NA	WeinellEntry2618	UCE_220	sample66_0000003125	TRUE
locus2101	UCE	NA	WeinellEntry2619	UCE_2202	sample66_0000002886	TRUE
locus2102	UCE	NA	WeinellEntry2620	UCE_2204	sample66_0000000186	TRUE
locus2103	UCE	PALM2	WeinellEntry2621	UCE_2205	sample66_0000003002	TRUE
locus2104	UCE	NA	WeinellEntry2622	UCE_2209	sample66_0000000756	TRUE
locus2105	UCE	LOC106546735	WeinellEntry2623	UCE_2210	sample66_0000002504	TRUE
