locus	genome	seqname	strand	start	end	chromosome
group1954	Thamnophis-elegans	NA	NA	NA	NA	NA
group1955	Thamnophis-elegans	NC_045548.1	-	74994210	74999961	8
group1956	Thamnophis-elegans	NC_045542.1	+	156080001	156083539	2
group1957	Thamnophis-elegans	NC_045555.1	-	4200001	4213315	15
group1958	Thamnophis-elegans	NC_045545.1	-	85936334	85939298	5
group1959	Thamnophis-elegans	NA	NA	NA	NA	NA
group1960	Thamnophis-elegans	NC_045553.1	+	50033149	50036104	13
group1961	Thamnophis-elegans	NC_045558.1	+	109929684	109933399	Z
group1962	Thamnophis-elegans	NC_045556.1	-	39620001	39638025	16
group1963	Thamnophis-elegans	NC_045558.1	+	93090897	93096748	Z
group1964	Thamnophis-elegans	NC_045542.1	-	160842973	160857196	2
group1965	Thamnophis-elegans	NC_045544.1	-	141341260	141359920	4
group1966	Thamnophis-elegans	NC_045552.1	-	3640001	3644649	12
group1967	Thamnophis-elegans	NC_045548.1	-	13220001	13239096	8
group1968	Thamnophis-elegans	NC_045544.1	+	17625814	17634379	4
group1969	Thamnophis-elegans	NC_045543.1	+	92820002	92824631	3
group1970	Thamnophis-elegans	NC_045558.1	-	127720001	127738492	Z
group1971	Thamnophis-elegans	NW_022473913.1	+	60718	65856	na
group1972	Thamnophis-elegans	NC_045542.1	-	167387560	167398450	2
group1973	Thamnophis-elegans	NC_045542.1	-	171829398	171838404	2
group1974	Thamnophis-elegans	NA	NA	NA	NA	NA
group1975	Thamnophis-elegans	NC_045557.1	+	4347284	4359941	17
group1976	Thamnophis-elegans	NW_022473899.1	-	2083	13186	na
group1977	Thamnophis-elegans	NC_045546.1	+	35616996	35620000	6
group1978	Thamnophis-elegans	NC_045542.1	+	32996640	32999558	2
group1979	Thamnophis-elegans	NC_045541.1	-	27060007	27079383	1
group1980	Thamnophis-elegans	NC_045542.1	+	172824579	172839817	2
group1981	Thamnophis-elegans	NC_045552.1	+	1776927	1780000	12
group1982	Thamnophis-elegans	NC_045553.1	-	14586487	14598348	13
group1983	Thamnophis-elegans	NC_045553.1	+	27540762	27559949	13
group1984	Thamnophis-elegans	NC_045547.1	+	75080106	75090201	7
group1985	Thamnophis-elegans	NC_045545.1	+	22040228	22053297	5
group1986	Thamnophis-elegans	NC_045553.1	-	20103609	20117109	13
group1987	Thamnophis-elegans	NC_045557.1	+	4556070	4559975	17
group1988	Thamnophis-elegans	NC_045553.1	-	10483621	10500000	13
group1989	Thamnophis-elegans	NC_045542.1	+	56780550	56799954	2
group1990	Thamnophis-elegans	NA	NA	NA	NA	NA
group1991	Thamnophis-elegans	NC_045558.1	+	115743041	115759763	Z
group1992	Thamnophis-elegans	NC_045541.1	+	150900825	150917315	1
group1993	Thamnophis-elegans	NA	NA	NA	NA	NA
group1994	Thamnophis-elegans	NA	NA	NA	NA	NA
group1995	Thamnophis-elegans	NC_045553.1	+	6936061	6939014	13
group1996	Thamnophis-elegans	NW_022473861.1	+	200085	206495	na
group1997	Thamnophis-elegans	NA	NA	NA	NA	NA
group1998	Thamnophis-elegans	NC_045557.1	-	4220001	4222029	17
group1999	Thamnophis-elegans	NC_045554.1	+	20500001	20513824	14
group2000	Thamnophis-elegans	NC_045558.1	-	22290139	22300000	Z
group2001	Thamnophis-elegans	NC_045542.1	-	171727776	171739414	2
group2002	Thamnophis-elegans	NC_045557.1	-	4580274	4586976	17
group2003	Thamnophis-elegans	NC_045543.1	-	50580001	50588267	3
group2004	Thamnophis-elegans	NC_045541.1	+	152400021	152411944	1
group2005	Thamnophis-elegans	NC_045557.1	-	5762985	5775256	17
group2006	Thamnophis-elegans	NC_045550.1	+	2052860	2059071	10
group2007	Thamnophis-elegans	NA	NA	NA	NA	NA
group2008	Thamnophis-elegans	NC_045542.1	+	167240003	167253349	2
group2009	Thamnophis-elegans	NC_045558.1	-	127701688	127714402	Z
group2010	Thamnophis-elegans	NC_045542.1	-	170020021	170033330	2
group2011	Thamnophis-elegans	NA	NA	NA	NA	NA
group2012	Thamnophis-elegans	NC_045552.1	-	17901131	17919562	12
group2013	Thamnophis-elegans	NC_045547.1	-	67522336	67539995	7
group2014	Thamnophis-elegans	NC_045545.1	+	43482401	43500000	5
group2015	Thamnophis-elegans	NC_045542.1	+	172601000	172603796	2
group2016	Thamnophis-elegans	NC_045547.1	+	5720325	5738573	7
group2017	Thamnophis-elegans	NC_045558.1	-	116206552	116217129	Z
group2018	Thamnophis-elegans	NC_045541.1	-	72400072	72419598	1
group2019	Thamnophis-elegans	NC_045551.1	+	30532336	30540000	11
group2020	Thamnophis-elegans	NC_045558.1	+	1793695	1799620	Z
group2021	Thamnophis-elegans	NC_045558.1	+	7081797	7099902	Z
group2022	Thamnophis-elegans	NA	NA	NA	NA	NA
group2023	Thamnophis-elegans	NC_045544.1	+	137205907	137219984	4
group2024	Thamnophis-elegans	NC_045558.1	+	1156752	1160000	Z
group2025	Thamnophis-elegans	NA	NA	NA	NA	NA
group2026	Thamnophis-elegans	NC_045552.1	-	55400594	55409818	12
group2027	Thamnophis-elegans	NC_045545.1	-	42700001	42706021	5
group2028	Thamnophis-elegans	NA	NA	NA	NA	NA
group2029	Thamnophis-elegans	NC_045541.1	-	126227831	126230930	1
group2030	Thamnophis-elegans	NC_045548.1	+	66603075	66620000	8
group2031	Thamnophis-elegans	NC_045549.1	-	40700189	40720000	9
group2032	Thamnophis-elegans	NC_045555.1	+	48060115	48077639	15
group2033	Thamnophis-elegans	NC_045557.1	+	12025946	12035785	17
group2034	Thamnophis-elegans	NC_045554.1	+	23266973	23275526	14
group2035	Thamnophis-elegans	NA	NA	NA	NA	NA
group2036	Thamnophis-elegans	NC_045545.1	+	441463	454657	5
group2037	Thamnophis-elegans	NC_045556.1	+	10805737	10817656	16
group2038	Thamnophis-elegans	NC_045557.1	+	3753041	3759048	17
group2039	Thamnophis-elegans	NC_045548.1	-	27761834	27764314	8
group2040	Thamnophis-elegans	NC_045557.1	+	11440785	11457475	17
group2041	Thamnophis-elegans	NC_045544.1	+	70034543	70036543	4
group2042	Thamnophis-elegans	NC_045541.1	-	145040017	145055398	1
group2043	Thamnophis-elegans	NC_045552.1	+	38420001	38425878	12
group2044	Thamnophis-elegans	NC_045542.1	+	155489655	155499039	2
group2045	Thamnophis-elegans	NA	NA	NA	NA	NA
group2046	Thamnophis-elegans	NC_045542.1	-	154900001	154909816	2
group2047	Thamnophis-elegans	NC_045553.1	-	21840001	21856643	13
group2048	Thamnophis-elegans	NC_045545.1	+	47465836	47476404	5
group2049	Thamnophis-elegans	NC_045545.1	-	18180001	18187152	5
group2050	Thamnophis-elegans	NC_045555.1	+	4500314	4518263	15
group2051	Thamnophis-elegans	NA	NA	NA	NA	NA
group2052	Thamnophis-elegans	NA	NA	NA	NA	NA
group2053	Thamnophis-elegans	NC_045542.1	+	171774305	171780000	2
group2054	Thamnophis-elegans	NC_045557.1	-	4982541	4994687	17
group2055	Thamnophis-elegans	NC_045543.1	+	80933310	80936304	3
group2056	Thamnophis-elegans	NC_045555.1	-	17730880	17739850	15
group2057	Thamnophis-elegans	NC_045545.1	+	28033748	28037312	5
group2058	Thamnophis-elegans	NC_045547.1	+	1260237	1271831	7
group2059	Thamnophis-elegans	NA	NA	NA	NA	NA
group2060	Thamnophis-elegans	NA	NA	NA	NA	NA
group2061	Thamnophis-elegans	NC_045553.1	+	48980715	48990057	13
group2062	Thamnophis-elegans	NC_045545.1	+	43908468	43919999	5
group2063	Thamnophis-elegans	NC_045552.1	-	40573	52736	12
group2064	Thamnophis-elegans	NA	NA	NA	NA	NA
group2065	Thamnophis-elegans	NC_045558.1	-	134361119	134368883	Z
group2066	Thamnophis-elegans	NC_045542.1	-	542394	557084	2
group2067	Thamnophis-elegans	NC_045558.1	+	114507888	114511609	Z
group2068	Thamnophis-elegans	NA	NA	NA	NA	NA
group2069	Thamnophis-elegans	NA	NA	NA	NA	NA
group2070	Thamnophis-elegans	NC_045549.1	+	31785300	31795010	9
group2071	Thamnophis-elegans	NA	NA	NA	NA	NA
group2072	Thamnophis-elegans	NC_045558.1	-	79601868	79620000	Z
group2073	Thamnophis-elegans	NC_045545.1	+	28250050	28260000	5
group2074	Thamnophis-elegans	NA	NA	NA	NA	NA
group2075	Thamnophis-elegans	NC_045558.1	+	110360287	110380000	Z
group2076	Thamnophis-elegans	NC_045551.1	-	57421663	57436566	11
group2077	Thamnophis-elegans	NC_045550.1	-	40653669	40659060	10
group2078	Thamnophis-elegans	NC_045558.1	-	124484292	124493010	Z
group2079	Thamnophis-elegans	NC_045542.1	-	146688207	146698799	2
group2080	Thamnophis-elegans	NC_045544.1	+	56580217	56582994	4
group2081	Thamnophis-elegans	NC_045542.1	-	96207233	96212341	2
group2082	Thamnophis-elegans	NC_045550.1	-	53660001	53674824	10
group2083	Thamnophis-elegans	NA	NA	NA	NA	NA
group2084	Thamnophis-elegans	NC_045555.1	-	23390475	23399553	15
group2085	Thamnophis-elegans	NC_045552.1	-	46723460	46728520	12
group2086	Thamnophis-elegans	NC_045553.1	+	17429309	17438243	13
group2087	Thamnophis-elegans	NW_022473632.1	-	40074	51180	na
group2088	Thamnophis-elegans	NA	NA	NA	NA	NA
group2089	Thamnophis-elegans	NW_022473609.1	-	40002	44073	na
group2090	Thamnophis-elegans	NC_045542.1	-	60823518	60838044	2
group2091	Thamnophis-elegans	NC_045558.1	-	114160047	114169660	Z
group2092	Thamnophis-elegans	NC_045543.1	+	81466976	81480000	3
group2093	Thamnophis-elegans	NC_045542.1	+	132370775	132374771	2
group2094	Thamnophis-elegans	NC_045558.1	+	114543025	114553775	Z
group2095	Thamnophis-elegans	NC_045558.1	-	132600004	132611817	Z
group2096	Thamnophis-elegans	NC_045551.1	-	39741178	39758078	11
group2097	Thamnophis-elegans	NC_045552.1	+	35824545	35833691	12
group2098	Thamnophis-elegans	NC_045542.1	-	160146859	160152778	2
group2099	Thamnophis-elegans	NC_045541.1	-	25550845	25560000	1
group2100	Thamnophis-elegans	NC_045545.1	-	18380001	18390116	5
group2101	Thamnophis-elegans	NA	NA	NA	NA	NA
group2102	Thamnophis-elegans	NA	NA	NA	NA	NA
group2103	Thamnophis-elegans	NA	NA	NA	NA	NA
group2104	Thamnophis-elegans	NC_045556.1	+	12740051	12752574	16
group2105	Thamnophis-elegans	NC_045544.1	+	26920001	26925866	4
group2106	Thamnophis-elegans	NC_045552.1	-	544761	552171	12
group2107	Thamnophis-elegans	NC_045557.1	-	4499380	4500000	17
group2108	Thamnophis-elegans	NC_045541.1	-	141582665	141595901	1
group2109	Thamnophis-elegans	NC_045555.1	+	5240028	5257756	15
group2110	Thamnophis-elegans	NC_045548.1	+	26845647	26858895	8
group2111	Thamnophis-elegans	NA	NA	NA	NA	NA
group2112	Thamnophis-elegans	NC_045542.1	+	171920001	171923013	2
group2113	Thamnophis-elegans	NC_045542.1	+	26564298	26572523	2
group2114	Thamnophis-elegans	NC_045545.1	-	99140001	99158976	5
group2115	Thamnophis-elegans	NC_045552.1	-	28140001	28147790	12
group2116	Thamnophis-elegans	NC_045542.1	-	37340001	37348194	2
group2117	Thamnophis-elegans	NA	NA	NA	NA	NA
group2118	Thamnophis-elegans	NC_045549.1	-	77440297	77451882	9
group2119	Thamnophis-elegans	NC_045557.1	-	6111244	6119795	17
group2120	Thamnophis-elegans	NC_045556.1	+	1164790	1180000	16
group2121	Thamnophis-elegans	NC_045558.1	+	124807120	124819856	Z
group2122	Thamnophis-elegans	NC_045558.1	-	125687388	125699922	Z
group2123	Thamnophis-elegans	NC_045557.1	-	10626146	10633206	17
group2124	Thamnophis-elegans	NC_045547.1	-	76222872	76238706	7
group2125	Thamnophis-elegans	NC_045546.1	-	1467885	1479646	6
group2126	Thamnophis-elegans	NC_045557.1	+	4370541	4373505	17
group2127	Thamnophis-elegans	NC_045550.1	+	10674741	10676288	10
group2128	Thamnophis-elegans	NC_045557.1	+	3941100	3945128	17
group2129	Thamnophis-elegans	NA	NA	NA	NA	NA
group2130	Thamnophis-elegans	NC_045556.1	+	7309542	7319940	16
group2131	Thamnophis-elegans	NC_045558.1	-	108867696	108880000	Z
group2132	Thamnophis-elegans	NA	NA	NA	NA	NA
group2133	Thamnophis-elegans	NC_045549.1	+	58534237	58540000	9
group2134	Thamnophis-elegans	NC_045541.1	+	165780087	165791951	1
group2135	Thamnophis-elegans	NC_045549.1	-	29852851	29859999	9
group2136	Thamnophis-elegans	NW_022473805.1	-	1992	4456	na
group2137	Thamnophis-elegans	NC_045553.1	-	975022	976822	13
group2138	Thamnophis-elegans	NC_045556.1	-	37526563	37533568	16
group2139	Thamnophis-elegans	NC_045549.1	-	77074742	77080000	9
group2140	Thamnophis-elegans	NC_045546.1	-	97309	99999	6
group2141	Thamnophis-elegans	NC_045541.1	-	40489754	40499340	1
group2142	Thamnophis-elegans	NC_045550.1	+	32288982	32299728	10
group2143	Thamnophis-elegans	NA	NA	NA	NA	NA
group2144	Thamnophis-elegans	NA	NA	NA	NA	NA
group2145	Thamnophis-elegans	NC_045542.1	-	47820002	47831473	2
group2146	Thamnophis-elegans	NW_022473707.1	-	22974	39999	na
group2147	Thamnophis-elegans	NC_045553.1	-	10560037	10566452	13
group2148	Thamnophis-elegans	NC_045542.1	-	73860002	73865910	2
group2149	Thamnophis-elegans	NC_045552.1	+	229301	235527	12
group2150	Thamnophis-elegans	NC_045541.1	+	63393873	63400000	1
group2151	Thamnophis-elegans	NC_045541.1	+	176986296	176997411	1
group2152	Thamnophis-elegans	NC_045557.1	+	4715291	4720000	17
group2153	Thamnophis-elegans	NA	NA	NA	NA	NA
group2154	Thamnophis-elegans	NC_045549.1	-	48710712	48718780	9
group2155	Thamnophis-elegans	NC_045558.1	-	113934700	113936348	Z
group2156	Thamnophis-elegans	NA	NA	NA	NA	NA
group2157	Thamnophis-elegans	NA	NA	NA	NA	NA
group2158	Thamnophis-elegans	NC_045542.1	-	101986838	102000000	2
group2159	Thamnophis-elegans	NA	NA	NA	NA	NA
group2160	Thamnophis-elegans	NA	NA	NA	NA	NA
group2161	Thamnophis-elegans	NA	NA	NA	NA	NA
group2162	Thamnophis-elegans	NC_045542.1	-	161053773	161060000	2
group2163	Thamnophis-elegans	NA	NA	NA	NA	NA
group2164	Thamnophis-elegans	NC_045544.1	+	95588485	95590143	4
group2165	Thamnophis-elegans	NC_045547.1	+	48422893	48439886	7
group2166	Thamnophis-elegans	NC_045541.1	-	68152006	68157633	1
group2167	Thamnophis-elegans	NC_045548.1	-	53567035	53579763	8
group2168	Thamnophis-elegans	NC_045552.1	+	7412688	7419028	12
group2169	Thamnophis-elegans	NC_045548.1	+	69066267	69069930	8
group2170	Thamnophis-elegans	NC_045547.1	+	39031243	39039553	7
group2171	Thamnophis-elegans	NC_045548.1	-	29824874	29840000	8
group2172	Thamnophis-elegans	NC_045543.1	+	67946153	67956967	3
group2173	Thamnophis-elegans	NA	NA	NA	NA	NA
group2174	Thamnophis-elegans	NC_045541.1	+	100106333	100113439	1
group2175	Thamnophis-elegans	NC_045554.1	+	6400060	6419966	14
group2176	Thamnophis-elegans	NC_045544.1	+	142335002	142340000	4
group2177	Thamnophis-elegans	NC_045548.1	-	3142900	3151042	8
group2178	Thamnophis-elegans	NC_045556.1	+	13620072	13634034	16
group2179	Thamnophis-elegans	NA	NA	NA	NA	NA
group2180	Thamnophis-elegans	NC_045558.1	+	4160001	4179798	Z
group2181	Thamnophis-elegans	NC_045558.1	+	104166508	104180000	Z
group2182	Thamnophis-elegans	NC_045542.1	+	4282213	4293707	2
group2183	Thamnophis-elegans	NA	NA	NA	NA	NA
group2184	Thamnophis-elegans	NC_045553.1	+	23865	29512	13
group2185	Thamnophis-elegans	NA	NA	NA	NA	NA
group2186	Thamnophis-elegans	NC_045557.1	+	4560043	4580000	17
group2187	Thamnophis-elegans	NW_022473764.1	-	3932	18261	na
group2188	Thamnophis-elegans	NC_045553.1	+	19800929	19820000	13
group2189	Thamnophis-elegans	NC_045556.1	+	27714710	27719965	16
group2190	Thamnophis-elegans	NC_045541.1	-	78140062	78156939	1
group2191	Thamnophis-elegans	NA	NA	NA	NA	NA
group2192	Thamnophis-elegans	NA	NA	NA	NA	NA
group2193	Thamnophis-elegans	NC_045543.1	+	67620001	67620602	3
group2194	Thamnophis-elegans	NC_045555.1	-	28020067	28032817	15
group2195	Thamnophis-elegans	NC_045553.1	-	8064440	8071486	13
group2196	Thamnophis-elegans	NA	NA	NA	NA	NA
group2197	Thamnophis-elegans	NA	NA	NA	NA	NA
group2198	Thamnophis-elegans	NC_045550.1	+	62640308	62659756	10
group2199	Thamnophis-elegans	NC_045549.1	-	53624537	53635141	9
group2200	Thamnophis-elegans	NC_045542.1	+	20144346	20159941	2
group2201	Thamnophis-elegans	NC_045552.1	+	40800001	40808531	12
group2202	Thamnophis-elegans	NA	NA	NA	NA	NA
group2203	Thamnophis-elegans	NA	NA	NA	NA	NA
group2204	Thamnophis-elegans	NC_045541.1	+	155380001	155388968	1
group2205	Thamnophis-elegans	NC_045557.1	-	3841899	3851037	17
group2206	Thamnophis-elegans	NC_045541.1	+	111320008	111336232	1
group2207	Thamnophis-elegans	NC_045555.1	-	10824496	10840000	15
group2208	Thamnophis-elegans	NC_045542.1	-	34880783	34893363	2
group2209	Thamnophis-elegans	NA	NA	NA	NA	NA
group2210	Thamnophis-elegans	NC_045541.1	-	75580001	75592931	1
group2211	Thamnophis-elegans	NA	NA	NA	NA	NA
group2212	Thamnophis-elegans	NA	NA	NA	NA	NA
group2213	Thamnophis-elegans	NC_045548.1	-	79960186	79974288	8
group2214	Thamnophis-elegans	NA	NA	NA	NA	NA
group2215	Thamnophis-elegans	NC_045543.1	+	44424199	44430699	3
group2216	Thamnophis-elegans	NA	NA	NA	NA	NA
group2217	Thamnophis-elegans	NC_045547.1	+	27964064	27967355	7
group2218	Thamnophis-elegans	NC_045558.1	+	122320001	122326903	Z
group2219	Thamnophis-elegans	NC_045544.1	+	65420001	65435149	4
group2220	Thamnophis-elegans	NC_045556.1	+	34660001	34676166	16
group2221	Thamnophis-elegans	NC_045557.1	-	1786254	1794505	17
group2222	Thamnophis-elegans	NA	NA	NA	NA	NA
group2223	Thamnophis-elegans	NC_045547.1	-	80254798	80259997	7
group2224	Thamnophis-elegans	NA	NA	NA	NA	NA
group2225	Thamnophis-elegans	NC_045556.1	-	601423	609704	16
group2226	Thamnophis-elegans	NC_045549.1	+	73461547	73480000	9
group2227	Thamnophis-elegans	NC_045555.1	+	32604942	32617737	15
group2228	Thamnophis-elegans	NC_045558.1	-	103024053	103036894	Z
group2229	Thamnophis-elegans	NC_045542.1	+	62244224	62253688	2
group2230	Thamnophis-elegans	NC_045558.1	+	95740467	95753003	Z
group2231	Thamnophis-elegans	NC_045552.1	-	589403	599990	12
group2232	Thamnophis-elegans	NC_045551.1	+	29100001	29107197	11
group2233	Thamnophis-elegans	NC_045550.1	+	30130502	30139713	10
group2234	Thamnophis-elegans	NC_045546.1	+	17980001	17980808	6
group2235	Thamnophis-elegans	NA	NA	NA	NA	NA
group2236	Thamnophis-elegans	NC_045556.1	-	381670	392883	16
group2237	Thamnophis-elegans	NA	NA	NA	NA	NA
group2238	Thamnophis-elegans	NC_045545.1	-	55920108	55935003	5
group2239	Thamnophis-elegans	NC_045543.1	+	129089229	129096196	3
group2240	Thamnophis-elegans	NC_045541.1	+	169660059	169675574	1
group2241	Thamnophis-elegans	NC_045558.1	+	122661657	122676432	Z
group2242	Thamnophis-elegans	NC_045554.1	-	23625022	23632129	14
group2243	Thamnophis-elegans	NC_045550.1	+	42960004	42963176	10
group2244	Thamnophis-elegans	NC_045549.1	+	117930	120000	9
group2245	Thamnophis-elegans	NC_045541.1	-	44472058	44478901	1
group2246	Thamnophis-elegans	NC_045552.1	+	6840198	6858469	12
group2247	Thamnophis-elegans	NC_045546.1	-	54405781	54420000	6
group2248	Thamnophis-elegans	NC_045555.1	-	3660567	3673409	15
group2249	Thamnophis-elegans	NC_045542.1	-	172489764	172496525	2
group2250	Thamnophis-elegans	NC_045542.1	-	152084118	152087301	2
group2251	Thamnophis-elegans	NA	NA	NA	NA	NA
group2252	Thamnophis-elegans	NC_045557.1	-	3841437	3852965	17
group2253	Thamnophis-elegans	NC_045554.1	+	29707689	29719192	14
group2254	Thamnophis-elegans	NC_045549.1	-	61381063	61392850	9
group2255	Thamnophis-elegans	NC_045544.1	-	140620059	140639999	4
group2256	Thamnophis-elegans	NC_045543.1	+	128320523	128339951	3
group2257	Thamnophis-elegans	NC_045557.1	-	4543617	4546907	17
group2258	Thamnophis-elegans	NC_045551.1	+	57900140	57918585	11
group2259	Thamnophis-elegans	NC_045547.1	+	79795486	79800000	7
group2260	Thamnophis-elegans	NA	NA	NA	NA	NA
group2261	Thamnophis-elegans	NC_045558.1	-	7600027	7610000	Z
group2262	Thamnophis-elegans	NC_045558.1	+	144200001	144201552	Z
group2263	Thamnophis-elegans	NW_022473781.1	-	20230	31915	na
group2264	Thamnophis-elegans	NA	NA	NA	NA	NA
group2265	Thamnophis-elegans	NC_045554.1	-	25755603	25759996	14
group2266	Thamnophis-elegans	NC_045546.1	-	10967708	10980000	6
group2267	Thamnophis-elegans	NA	NA	NA	NA	NA
group2268	Thamnophis-elegans	NA	NA	NA	NA	NA
group2269	Thamnophis-elegans	NC_045545.1	+	100706696	100713769	5
group2270	Thamnophis-elegans	NA	NA	NA	NA	NA
group2271	Thamnophis-elegans	NA	NA	NA	NA	NA
group2272	Thamnophis-elegans	NC_045554.1	-	17201688	17217029	14
group2273	Thamnophis-elegans	NA	NA	NA	NA	NA
group2274	Thamnophis-elegans	NC_045558.1	-	40220847	40224282	Z
group2275	Thamnophis-elegans	NC_045558.1	+	4086652	4095244	Z
group2276	Thamnophis-elegans	NA	NA	NA	NA	NA
group2277	Thamnophis-elegans	NC_045558.1	+	27445704	27456463	Z
group2278	Thamnophis-elegans	NC_045541.1	-	130280001	130287929	1
group2279	Thamnophis-elegans	NA	NA	NA	NA	NA
group2280	Thamnophis-elegans	NC_045558.1	-	132226631	132236758	Z
group2281	Thamnophis-elegans	NC_045553.1	+	9145667	9156070	13
group2282	Thamnophis-elegans	NA	NA	NA	NA	NA
group2283	Thamnophis-elegans	NC_045549.1	+	56612161	56619467	9
group2284	Thamnophis-elegans	NC_045541.1	+	31540001	31559101	1
group2285	Thamnophis-elegans	NC_045547.1	-	62102999	62114521	7
group2286	Thamnophis-elegans	NA	NA	NA	NA	NA
group2287	Thamnophis-elegans	NC_045545.1	+	100512933	100517650	5
group2288	Thamnophis-elegans	NC_045546.1	-	141843	145677	6
group2289	Thamnophis-elegans	NC_045549.1	+	504216	516500	9
group2290	Thamnophis-elegans	NC_045558.1	+	144369567	144372422	Z
group2291	Thamnophis-elegans	NC_045554.1	-	591474	600000	14
group2292	Thamnophis-elegans	NA	NA	NA	NA	NA
group2293	Thamnophis-elegans	NC_045546.1	-	39514326	39519999	6
group2294	Thamnophis-elegans	NA	NA	NA	NA	NA
group2295	Thamnophis-elegans	NC_045545.1	+	25250000	25259646	5
group2296	Thamnophis-elegans	NA	NA	NA	NA	NA
group2297	Thamnophis-elegans	NC_045555.1	-	17728908	17739256	15
group2298	Thamnophis-elegans	NA	NA	NA	NA	NA
group2299	Thamnophis-elegans	NC_045558.1	+	95840002	95848110	Z
