locus	species	contig	sense	start	end	chr	chr.id2	locus.id2
group330	Naja-naja	CM019155.1	-	127120002	127132772	Z	19	C19L162
group2711	Naja-naja	CM019155.1	+	128680002	128686546	Z	19	C19L163
group2218	Naja-naja	CM019155.1	+	128742630	128756613	Z	19	C19L164
group538	Naja-naja	CM019155.1	+	128920001	128923400	Z	19	C19L165
group1937	Naja-naja	CM019155.1	+	128961306	128972547	Z	19	C19L166
group2241	Naja-naja	CM019155.1	+	129204429	129214433	Z	19	C19L167
group2391	Naja-naja	CM019155.1	+	129500001	129504947	Z	19	C19L168
group2487	Naja-naja	CM019155.1	-	130181222	130196250	Z	19	C19L169
group30	Naja-naja	CM019155.1	+	130811962	130820000	Z	19	C19L170
group2078	Naja-naja	CM019155.1	-	131040119	131048108	Z	19	C19L171
group2912	Naja-naja	CM019155.1	-	132447449	132459813	Z	19	C19L172
group2509	Naja-naja	CM019155.1	-	132508152	132515293	Z	19	C19L173
group2122	Naja-naja	CM019155.1	-	132560001	132567702	Z	19	C19L174
group2670	Naja-naja	CM019155.1	+	132666974	132680000	Z	19	C19L175
group314	Naja-naja	CM019155.1	-	133400001	133407052	Z	19	C19L176
group1823	Naja-naja	CM019155.1	-	133421132	133439080	Z	19	C19L177
group2417	Naja-naja	CM019155.1	-	133780001	133791769	Z	19	C19L178
group2821	Naja-naja	CM019155.1	+	133940001	133954412	Z	19	C19L179
group173	Naja-naja	CM019155.1	+	134242488	134258907	Z	19	C19L180
group2009	Naja-naja	CM019155.1	-	134840002	134857068	Z	19	C19L181
group2686	Naja-naja	CM019155.1	-	134924991	134939744	Z	19	C19L182
group349	Naja-naja	CM019155.1	+	135082237	135096416	Z	19	C19L183
group1996	Naja-naja	CM019155.1	-	137523595	137532495	Z	19	C19L184
group2573	Naja-naja	CM019155.1	-	138860006	138867165	Z	19	C19L185
group1820	Naja-naja	CM019155.1	+	138988533	138997912	Z	19	C19L186
group2280	Naja-naja	CM019155.1	+	139210441	139218229	Z	19	C19L187
group1881	Naja-naja	CM019155.1	+	140884199	140900000	Z	19	C19L188
group2470	Naja-naja	CM019155.1	+	141603954	141619297	Z	19	C19L189
group2065	Naja-naja	CM019155.1	+	141929863	141939786	Z	19	C19L190
group2651	Naja-naja	CM019155.1	-	142562873	142577120	Z	19	C19L191
group2939	Naja-naja	CM019155.1	-	142621136	142639527	Z	19	C19L192
group2532	Naja-naja	CM019155.1	-	144260001	144279124	Z	19	C19L193
group2786	Naja-naja	CM019155.1	-	144280001	144291220	Z	19	C19L194
group2693	Naja-naja	CM019155.1	+	144563578	144571078	Z	19	C19L195
group2540	Naja-naja	CM019155.1	-	144648773	144657868	Z	19	C19L196
group2864	Naja-naja	CM019155.1	-	145106436	145113060	Z	19	C19L197
group2644	Naja-naja	CM019155.1	+	145360359	145376661	Z	19	C19L198
group1929	Naja-naja	CM019155.1	-	145620001	145633407	Z	19	C19L199
group52	Naja-naja	CM019155.1	-	146186039	146189167	Z	19	C19L200
group2037	Naja-naja	CM019155.1	-	146364221	146375916	Z	19	C19L201
group98	Naja-naja	CM019155.1	+	146392889	146398189	Z	19	C19L202
group139	Naja-naja	CM019155.1	-	146600001	146611158	Z	19	C19L203
group247	Naja-naja	CM019155.1	-	146860634	146872860	Z	19	C19L204
group2146	Naja-naja	CM019155.1	-	147005406	147019999	Z	19	C19L205
group290	Naja-naja	CM019155.1	+	148111572	148120000	Z	19	C19L206
group2742	Naja-naja	CM019155.1	-	148550632	148558087	Z	19	C19L207
