locus	blockname	blockname_genespace
group2274	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2275	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2280	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2299	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2333	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2349	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2391	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2417	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2458	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2461	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2470	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2476	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2481	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2482	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2484	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2486	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2487	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2505	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2509	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2514	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2517	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2521	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2532	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2533	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2540	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2562	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2564	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2573	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2576	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2602	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2606	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2607	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2610	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2615	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2644	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2651	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2659	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2661	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2662	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2668	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2670	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2671	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2674	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2684	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2686	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2693	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2711	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2719	chrZblock3	naja_thamnophis_naja_thamnophis_Z_Z_1_3_0
group2742	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2775	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2780	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2786	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2798	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2807	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2811	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2821	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2824	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2825	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2833	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2850	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2860	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2864	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2868	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2884	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2887	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2894	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2912	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2939	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2958	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group3000	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group3003	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group3018	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group3032	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group3060	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group3071	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group3074	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group3076	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
