Thamnophis_sirtalis.locus	num.Species	CountCover	absolutePIS	percentPIS	mean.pident	pident.Thamnophis_sirtalis	pident.Anolis_carolinensis	pident.Gekko_japonicus	pident.Pogona_vitticeps	pident.Crotalus_horridus	pident.Crotalus_mitchellii	pident.Ophiophagus_hannah	pident.Pantherophis_guttatus	pident.Protobothrops_mucrosquamatus	pident.Python_bivittatus	pident.Vipera_berus	gene.name	locus.length.Thamnophis_sirtalis	mean.variable.sites	min.pident.all	min.pident.subgroup
NW_013658264.1:505204-505328	11	123	49	39.84	82.02	100	67.48	69.92	68.33	81.3	80.49	90	91.06	83.74	82.11	87.8	LOC106543944	124	0.18	67.48	80.49
NW_013659331.1:111444-111632	11	183	48	26.23	82.02	100	57.69	70.49	53.94	87.43	90.06	92.35	87.43	89.07	85.79	87.98	LOC106551112	188	0.18	53.94	85.79
NW_013657785.1:99162-101294	11	837	259	30.94	82.02	100	67.98	67.2	70.63	85.06	85.19	88.08	89.09	84.57	81.03	83.4	LOC106557303	2132	0.18	67.2	81.03
NW_013659571.1:213608-213855	11	246	86	34.96	82.02	100	72.58	70.73	69.51	82.93	82.11	90.24	91.06	81.71	78.05	83.33	LOC106552143	247	0.18	69.51	78.05
NW_013659027.1:251196-251348	11	153	42	27.45	82.03	100	66.01	64.05	69.28	84.31	84.97	92.16	92.16	82.35	84	83.01	LOC106549592	152	0.18	64.05	82.35
NW_013659274.1:235444-236343	11	680	107	15.74	82.03	100	71.07	68.92	66.67	86.67	85.78	84.42	88.71	85.19	78.31	86.61	LOC106550829	899	0.18	66.67	78.31
NW_013657743.1:742997-743169	11	153	32	20.92	82.03	100	72	75	82.67	80.95	80.27	85.38	87.72	82.31	76.47	79.59	TOP3A	172	0.18	72	76.47
NW_013659445.1:209402-209551	11	147	46	31.29	82.04	100	66.67	61.22	66.67	82.46	83.33	91.16	97.1	85.42	85.03	83.33	PARP14	149	0.18	61.22	82.46
NW_013658236.1:346612-348372	11	789	151	19.14	82.04	100	60.42	63.74	62.47	87.83	87.83	92.27	92.14	88.34	80.42	86.95	R3HCC1L	1760	0.18	60.42	80.42
NW_013658984.1:292387-292612	11	222	65	29.28	82.04	100	68.92	72.15	76.73	83.33	82.88	83.78	83.33	83.78	80.18	87.33	LOC106549369	225	0.18	68.92	80.18
NW_013658512.1:481547-482729	11	540	159	29.44	82.04	100	50	48.65	76.25	89.07	88.7	92.08	91.77	89.44	87.96	88.52	LOXL1	1182	0.18	48.65	87.96
NW_013659224.1:90177-90372	11	192	65	33.85	82.04	100	71.7	78.4	84.31	89.06	68.52	91.28	68.52	92.71	89.44	68.52	DAPK3	195	0.18	68.52	68.52
NW_013660220.1:68471-68716	11	240	49	20.42	82.05	100	67.41	71.05	68.89	83.33	82.92	88.07	91.67	85.42	81.16	82.61	CFDP1	245	0.18	67.41	81.16
NW_013658105.1:192914-199811	11	3876	346	8.93	82.05	100	66.96	38.33	68.92	86.49	86.44	92.03	94.75	86.58	89.39	92.66	FSIP2	6897	0.18	38.33	86.44
NW_013658719.1:77192-77391	11	199	66	33.17	82.05	100	70.71	66.67	67.19	83.84	84.34	87.88	88.38	84.85	84.85	83.84	TMEM150B	199	0.18	66.67	83.84
NW_013659618.1:20860-21251	11	391	103	26.34	82.05	100	76.67	69.01	71.76	83.33	82.82	84.62	88.41	82.8	81.14	81.99	LOC106552318	391	0.18	69.01	81.14
NW_013658427.1:192089-192446	11	312	112	35.9	82.05	100	71.47	74.04	70.83	82.37	81.09	87.5	86.21	82.69	82.69	83.67	ZG16	357	0.18	70.83	81.09
NW_013660856.1:17468-17690	11	222	64	28.83	82.05	100	71.3	36.8	71.69	88.29	88.29	90.48	92.13	89.04	84.75	89.81	LOC106555339	222	0.18	36.8	84.75
NW_013658756.1:6812-7057	11	243	55	22.63	82.05	100	69.11	56.31	60.61	88.74	83.54	91.44	89.71	88.74	84.77	89.64	LOC106547976	245	0.18	56.31	83.54
NW_013658424.1:543724-544043	11	309	107	34.63	82.06	100	68.63	65.4	72.94	86.6	84.97	88.24	82.85	86.41	81.48	85.11	LOC106545334	319	0.18	65.4	81.48
NW_013660850.1:9684-9959	11	273	91	33.33	82.06	100	65.93	70.45	73.78	82.4	85.35	85.93	87.55	87.18	80.95	83.15	LOC106555327	275	0.18	65.93	80.95
NW_013660008.1:130099-130380	11	279	86	30.82	82.06	100	49.64	70.25	72.76	85.66	85.66	87.1	91.76	87.46	84.59	87.81	LOC106553508	281	0.18	49.64	84.59
NW_013657757.1:1050840-1051295	11	294	110	37.41	82.07	100	60.92	59.92	59.92	90.68	89.25	88.78	89.12	90.68	83.5	89.96	LDLR	455	0.18	59.92	83.5
NW_013659206.1:143925-144069	11	144	54	37.5	82.07	100	67.36	63.89	64.54	86.11	86.81	86.11	92.36	84.72	83.33	87.5	NDUFB2	144	0.18	63.89	83.33
NW_013658232.1:646735-647083	11	345	109	31.59	82.07	100	72.17	69.86	72.46	85.22	84.35	82.9	89.42	84.64	80.29	81.45	LOC106543588	348	0.18	69.86	80.29
NW_013658329.1:626084-626242	11	159	57	35.85	82.07	100	66.67	69.23	62.82	87.42	85.26	89.94	89.31	78.21	86.54	87.42	LOC106544560	158	0.18	62.82	78.21
NW_013658016.1:188995-189367	11	282	56	19.86	82.08	100	68.52	68.52	60.42	87.94	87.59	87.1	88.51	89.01	78.01	87.23	CCDC9	372	0.18	60.42	78.01
NW_013661903.1:9556-9762	11	201	43	21.39	82.08	100	68.99	72.36	69.77	85.86	86.36	83.33	89.55	84.34	78.97	83.33	LOC106556481	206	0.18	68.99	78.97
NW_013660112.1:33831-33994	11	162	58	35.8	82.08	100	46.3	67.9	67.28	90.12	90.12	88.68	90.74	90.12	80.86	90.74	ADAMTSL5	163	0.18	46.3	80.86
NW_013658096.1:695685-695908	11	222	80	36.04	82.08	100	51.11	56.77	72.31	89.81	90.54	92.34	86.49	89.64	82.43	91.44	LOC106542143	223	0.18	51.11	82.43
NW_013658555.1:192953-193528	11	573	166	28.97	82.08	100	68.96	66.21	68.43	85.51	85.69	87.43	89.35	85.86	79.58	85.86	LOC106546484	575	0.18	66.21	79.58
NW_013659095.1:100440-103754	11	1005	312	31.04	82.09	100	69.96	47.64	48.53	89.95	89.55	93.85	93.65	92.4	87.68	89.75	LOC106549946	3314	0.18	47.64	87.68
NW_013657984.1:556020-556158	11	135	45	33.33	82.09	100	69.63	70.37	72.59	82.96	81.48	89.63	89.63	83.7	81.48	81.48	C2CD3	138	0.18	69.63	81.48
NW_013659592.1:150224-150461	11	237	83	35.02	82.09	100	67.2	66.22	63.39	84.39	85.65	91.98	92.81	86.08	81.72	83.54	LOC106552217	237	0.18	63.39	81.72
NW_013658632.1:420206-421231	11	954	283	29.66	82.1	100	67.23	63.46	61.17	84.91	84.45	92.24	90.37	89.41	84.1	85.74	LOC106547081	1025	0.18	61.17	84.1
NW_013662094.1:9042-10613	11	651	168	25.81	82.1	100	45.45	71.3	70.65	87.29	88.28	90.22	91.83	88.63	83.41	86.02	ANKRD24	1571	0.18	45.45	83.41
NW_013657787.1:627199-627483	11	284	69	24.3	82.1	100	69.96	64.42	74.28	83.69	83.69	89.12	86.17	83.33	83.33	85.11	LOC106557349	284	0.18	64.42	83.33
NW_013660507.1:72756-72942	11	183	57	31.15	82.1	100	65.99	62.59	63.19	85.79	85.79	93.44	92	87.98	80	86.34	LOC106554742	186	0.18	62.59	80
NW_013657718.1:208534-209401	11	801	221	27.59	82.1	100	79.01	41.96	43.15	90.64	90.76	93.17	93.66	90.64	89.26	90.89	LOC106546426	867	0.18	41.96	89.26
NW_013658275.1:255826-256407	11	372	76	20.43	82.11	100	68.75	44.28	60.94	90.59	90.32	92.29	91.87	91.4	82.13	90.59	TMEM217	581	0.18	44.28	82.13
NW_013660866.1:41633-42378	11	417	84	20.14	82.11	100	70.05	76.36	69.79	84.56	84.8	80.52	88.76	84.8	77.9	85.66	RUSC1	745	0.18	69.79	77.9
NW_013657691.1:2130029-2130546	11	516	127	24.61	82.11	100	59.72	57.78	59.26	88.76	92.22	90.7	92.59	89.53	84.11	88.57	LOC106538717	517	0.18	57.78	84.11
NW_013658618.1:312763-312968	11	204	59	28.92	82.11	100	69.7	71.51	70.62	83.58	83.08	88.73	90.69	84.08	77.94	83.33	LOC106546982	205	0.18	69.7	77.94
NW_013658160.1:469021-469233	11	213	69	32.39	82.12	100	67.61	69.48	69.95	85.45	84.98	87.79	90.14	84.04	78.4	85.45	CGNL1	212	0.18	67.61	78.4
NW_013658442.1:555955-557801	11	1824	464	25.44	82.12	100	66.67	61.86	68.58	89.58	89.25	92.71	92.95	89.97	65.57	86.15	LOC106545505	1846	0.18	61.86	65.57
NW_013658472.1:530697-531642	11	939	248	26.41	82.12	100	60.9	62.93	64.61	90.24	90.06	85.94	88.99	87.86	84.82	87.01	LOC106545746	945	0.18	60.9	84.82
NW_013659366.1:12105-12259	11	153	51	33.33	82.12	100	71.33	67.32	60.78	82.67	84	89.54	92.16	83.66	86.27	85.62	NSUN4	154	0.18	60.78	82.67
NW_013657813.1:866000-866164	11	162	52	32.1	82.12	100	69.81	66.67	68.55	83.95	83.95	91.36	90.74	83.33	79.82	85.19	LOC106537859	164	0.18	66.67	79.82
NW_013658156.1:505899-506554	11	602	103	17.11	82.13	100	64.71	69.12	71.17	84.43	84.03	88.5	90.52	86.31	78.94	85.67	PKP2	655	0.18	64.71	78.94
NW_013658421.1:58489-58908	11	309	79	25.57	82.13	100	59.9	64.86	72.5	86.41	86.41	89	89.64	86.08	82.2	86.41	LOC106545313	419	0.18	59.9	82.2
NW_013660303.1:32758-33558	11	717	144	20.08	82.13	100	68.95	72.79	70.5	86.32	68.67	88.33	91.73	86.04	85.47	84.65	LOC106554327	800	0.18	68.67	68.67
NW_013658024.1:661641-661801	11	159	35	22.01	82.13	100	71.9	68.63	74.36	84.28	80.95	85.62	86.79	84.91	81.13	84.91	LOC106541235	160	0.18	68.63	80.95
NW_013661010.1:21755-22165	11	366	122	33.33	82.13	100	71.63	71.39	74.24	85.52	79.51	86.5	83.88	85.32	81.74	83.75	LOC106555593	410	0.18	71.39	79.51
NW_013658875.1:13649-14121	11	465	154	33.12	82.14	100	64.32	48.43	65.04	90.69	90.04	92.26	93.21	91.77	77.92	89.83	LOC106548679	472	0.18	48.43	77.92
NW_013659317.1:246247-247469	11	597	72	12.06	82.14	100	65.26	62.26	62.5	73.58	87.36	94.08	92.94	88.19	88.16	89.24	LOC106551037	1222	0.18	62.26	73.58
NW_013657965.1:945759-946008	11	243	56	23.05	82.14	100	78.16	77.01	72.92	80.25	79.42	88.64	91.14	81.48	75.95	78.6	DIXDC1	249	0.18	72.92	75.95
NW_013659863.1:153043-153342	11	300	101	33.67	82.14	100	65.92	67.42	66.29	89.33	79.67	85	94.28	89.23	76.78	89.67	LOC106553104	299	0.18	65.92	76.78
NW_013658529.1:410583-411437	11	846	238	28.13	82.15	100	55.64	58.96	64.89	89.21	89.45	92.28	88.11	90.32	84.92	89.84	LOC106546263	854	0.18	55.64	84.92
NW_013658009.1:24584-24732	11	147	46	31.29	82.15	100	65.22	68.84	71.01	87.76	87.07	90.48	91.84	86.39	84.03	71.01	LOC106540976	148	0.18	65.22	71.01
NW_013658347.1:572361-573841	11	880	204	23.18	82.15	100	62.41	79.56	50.27	90.23	90.52	94.02	66.51	91.08	88.52	90.54	LOC106544688	1480	0.18	50.27	66.51
NW_013657863.1:769526-769690	11	162	52	32.1	82.15	100	73.72	62.96	61.11	86.42	87.04	84.91	87.04	88.89	83.95	87.65	LOC106538782	164	0.18	61.11	83.95
NW_013660427.1:50836-51031	11	186	64	34.41	82.15	100	60.92	69.05	68.93	83.78	89.66	88.89	86.44	86.24	84.15	85.63	LOC106554603	195	0.18	60.92	83.78
NW_013658949.1:284388-284522	11	135	40	29.63	82.15	100	73.33	71.85	72.59	81.48	82.22	87.41	88.89	82.22	80.74	82.96	SLC25A43	134	0.18	71.85	80.74
NW_013658902.1:32767-33987	11	1101	312	28.34	82.16	100	69.64	57.93	71.12	87.61	87.89	86.47	87.84	86.29	81.65	87.28	LOC106548857	1220	0.18	57.93	81.65
NW_013658482.1:436748-436925	11	177	45	25.42	82.16	100	70.3	67.88	69.49	84.75	85.31	87.01	88.14	87.01	78.53	85.31	LXN	177	0.18	67.88	78.53
NW_013659012.1:330287-330835	11	342	95	27.78	82.16	100	79.85	69.52	76.49	81.58	82.16	88.79	75.94	83.33	85.55	80.51	LOC106549526	548	0.18	69.52	75.94
NW_013658772.1:220563-220700	11	135	46	34.07	82.16	100	51.16	63.7	71.11	87.41	85.93	91.85	91.85	90.37	81.48	88.89	MASP2	137	0.18	51.16	81.48
NW_013659206.1:8398-8562	11	162	47	29.01	82.16	100	75.93	77.78	79.63	75.31	75.31	77.78	96.36	93.83	75.93	75.93	LOC106550523	164	0.18	75.31	75.31
NW_013659207.1:279386-279523	11	138	41	29.71	82.16	100	66.67	67.82	65.19	86.23	86.23	88.15	89.13	86.67	82.22	85.51	LOC106550531	137	0.18	65.19	82.22
NW_013659532.1:106991-107137	11	147	55	37.41	82.17	100	65.38	53.79	54.76	90.48	89.8	90.48	92.52	90.48	85.03	91.16	LOC106551962	146	0.18	53.79	85.03
NW_013660393.1:26892-27050	11	157	40	25.48	82.17	100	64.44	72.44	65.79	85.26	84.62	86.36	90.38	84.62	82.8	87.18	LOC106554522	158	0.18	64.44	82.8
NW_013660339.1:60951-62452	11	1461	266	18.21	82.17	100	71.82	64.26	70.71	86.79	87.94	86.35	88.27	88.16	71.75	87.83	LOC106554410	1501	0.18	64.26	71.75
NW_013658232.1:231704-231962	11	168	41	24.4	82.17	100	72.22	65.89	39.17	88.1	86.9	89.53	91.86	89.88	88.69	91.67	AGT	258	0.18	39.17	86.9
NW_013659067.1:292565-292966	11	231	48	20.78	82.18	100	73.33	75.33	76	81.82	81.82	88.31	87.01	80.95	78.85	80.52	PTHLH	401	0.18	73.33	78.85
NW_013658896.1:5943-6119	11	177	40	22.6	82.18	100	68.93	67.23	74.01	84.18	84.18	87.01	88.14	84.18	81.92	84.18	LOC106548818	176	0.18	67.23	81.92
NW_013657852.1:1231653-1232607	11	459	77	16.78	82.18	100	61.9	70.05	68.86	85.93	85.19	87.29	88.5	89.26	81.48	85.56	LOC106538572	954	0.18	61.9	81.48
NW_013659553.1:243135-243338	11	204	51	25	82.19	100	32.96	81.37	81.86	87.75	88.73	93.14	75.49	88.24	86.76	87.75	LOC106552046	203	0.18	32.96	75.49
NW_013658250.1:657217-657371	11	153	50	32.68	82.19	100	70.37	72.73	58.33	84.31	85.62	84.31	85.62	85.62	90.2	86.93	LOC106543745	154	0.18	58.33	84.31
NW_013659507.1:25830-26176	11	336	96	28.57	82.19	100	63.86	67.31	64.32	87.88	86.06	87.54	91.45	86.67	81.48	87.5	LOC106551848	346	0.18	63.86	81.48
NW_013658898.1:322925-323109	11	177	60	33.9	82.19	100	63.22	65.45	67.9	82.49	90.96	90.4	88.89	89.83	76.27	88.7	LOC106548840	184	0.18	63.22	76.27
NW_013658094.1:33630-34193	11	564	158	28.01	82.19	100	60.1	57.34	66.09	87.46	87.63	92.73	92.91	87.1	83.33	89.43	LOC106542110	563	0.18	57.34	83.33
NW_013659090.1:255481-255674	11	192	38	19.79	82.19	100	74.81	51.92	69.84	86.98	86.98	89.58	93.75	86.98	76.81	86.46	DHX57	193	0.18	51.92	76.81
NW_013658627.1:22157-22302	11	144	46	31.94	82.2	100	65.94	63.89	68.79	86.11	86.11	86.11	88.89	88.19	82.61	87.5	PLAU	145	0.18	63.89	82.61
NW_013657847.1:189179-189348	11	138	41	29.71	82.2	100	81.33	78.99	79.33	74.81	74.81	76.3	76.3	94.7	75.56	92.06	ARF1	169	0.18	74.81	74.81
NW_013658632.1:348939-349069	11	129	39	30.23	82.21	100	75.97	72.87	71.32	83.74	83.74	85.37	80.16	80.16	88.89	82.11	LOC106547075	130	0.18	71.32	80.16
NW_013659804.1:159253-160569	11	1048	157	14.98	82.21	100	70.93	72.86	75.46	82.29	82.98	85.71	88.74	84.32	76.02	85.01	EPPK1	1316	0.18	70.93	76.02
NW_013659287.1:50842-50975	11	129	46	35.66	82.21	100	69.05	77.52	68.25	85.27	86.05	86.05	88.64	85.27	70.63	87.6	EDNRA	133	0.18	68.25	70.63
NW_013658519.1:117978-118500	11	291	54	18.56	82.21	100	46.15	40.28	78.79	91.75	91.07	95.93	90.3	91.41	90	88.66	PPP1R13L	522	0.18	40.28	88.66
NW_013658210.1:282448-282587	11	138	39	28.26	82.21	100	71.01	69.57	75.36	84.06	85.51	88.41	84.78	83.33	76.09	86.23	RPA1	139	0.18	69.57	76.09
NW_013657739.1:1057038-1057166	11	129	43	33.33	82.21	100	70.63	68.99	70.54	84.92	84.92	88.89	84.92	84.92	77.52	88.1	HBZ	128	0.18	68.99	77.52
NW_013657739.1:613484-613768	11	165	31	18.79	82.22	100	62.35	79.17	77.78	81.82	82.42	87.88	91.16	84.24	75.76	81.82	TVP23A	284	0.18	62.35	75.76
NW_013661530.1:14629-15231	11	600	135	22.5	82.22	100	48.77	62.16	72.98	87.83	87.67	92.29	93.37	87.33	84	87.99	LOC106556216	602	0.18	48.77	84
NW_013660358.1:102824-103339	11	516	132	25.58	82.22	100	65.36	65.98	67.01	88.37	87.21	89.34	87.79	87.98	77.57	87.79	LOC106554450	515	0.18	65.36	77.57
NW_013657778.1:61932-62286	11	354	122	34.46	82.23	100	66.1	69.23	70.37	85.31	84.19	89.55	88.89	85.03	79.38	86.44	LOC106557179	354	0.18	66.1	79.38
NW_013657838.1:419003-419326	11	323	72	22.29	82.23	100	63.64	62.26	59.26	88.17	88.71	87.54	90.74	88.71	85.05	90.43	BTLA	323	0.18	59.26	85.05
NW_013658287.1:417941-418897	11	948	271	28.59	82.23	100	72.83	71.01	62.24	84.29	84.61	88.5	82.43	88.36	86.02	84.23	LOC106544151	956	0.18	62.24	82.43
NW_013658549.1:391804-391977	11	174	56	32.18	82.23	100	61.4	61.44	61.01	89.08	89.08	93.68	93.68	89.66	82.18	83.33	LOC106546431	173	0.18	61.01	82.18
NW_013659906.1:61294-61491	11	198	72	36.36	82.23	100	62.63	65.05	58.33	91.41	91.92	92.82	92.31	92.93	78.49	78.65	LOC106553216	197	0.18	58.33	78.49
NW_013657746.1:1414517-1414663	11	147	59	40.14	82.23	100	62.59	65.31	65.31	87.07	87.07	90.28	93.06	88.19	81.67	84.03	DDX58	146	0.18	62.59	81.67
NW_013657977.1:835466-835642	11	174	48	27.59	82.24	100	67.25	63.22	71.26	85.63	85.63	86.21	87.36	86.21	85.63	86.21	F13B	176	0.18	63.22	85.63
NW_013658052.1:791630-792505	11	684	171	25	82.24	100	69.6	52.34	69.16	87.87	87.87	87.1	90.89	89.42	81.8	88.57	LOC106541566	875	0.18	52.34	81.8
NW_013657758.1:1444151-1444904	11	459	118	25.71	82.24	100	42.74	64	67.33	88.89	88.67	92.22	92.66	90.41	87.28	90.41	LOC106556765	753	0.18	42.74	87.28
NW_013658352.1:610391-611269	11	879	218	24.8	82.24	100	66.48	67.6	65.87	85.55	85.29	89	88.96	86.8	83.4	85.67	LOC106544720	878	0.18	65.87	83.4
NW_013660252.1:97749-98318	11	516	129	25	82.24	100	66.96	72	66.44	85.66	85.85	87.6	88.18	85.47	82.95	83.53	PPM1D	569	0.18	66.44	82.95
NW_013657948.1:876764-876934	11	171	66	38.6	82.24	100	38.93	60.82	59.06	93.57	92.98	92.73	94.05	92.98	87.72	91.81	LOC106540135	170	0.18	38.93	87.72
NW_013660417.1:145853-146001	11	144	48	33.33	82.25	100	70.14	72.22	65.28	86.81	86.81	86.52	88.65	85.42	79.17	83.69	LOC106554576	148	0.18	65.28	79.17
NW_013658547.1:572729-573580	11	851	84	9.87	82.25	100	62.67	44.08	74.62	88.21	88.44	91.08	92.08	90.75	82.98	89.87	LOC106546412	851	0.18	44.08	82.98
NW_013659196.1:50606-50754	11	147	46	31.29	82.25	100	77.08	77.78	78.47	75	75	93.88	93.2	75.69	83.67	75	MAP3K11	148	0.18	75	75
NW_013662062.1:9456-10303	11	825	277	33.58	82.25	100	65.06	61.51	63.22	86.3	85.7	94.1	93.47	87.15	80.38	87.88	APOF	847	0.18	61.51	80.38
NW_013657694.1:153911-154831	11	522	229	43.87	82.25	100	41.95	41.16	40.9	96.89	97.1	98.47	98.67	97.31	95.21	97.14	TRPS1	920	0.18	40.9	95.21
NW_013661759.1:15431-15557	11	126	33	26.19	82.26	100	68.33	67.48	69.05	84.13	84.92	88.89	92.86	83.33	82.5	83.33	LOC106556396	126	0.18	67.48	82.5
NW_013657704.1:1129111-1130517	11	561	116	20.68	82.26	100	39.14	37.97	79.2	92.34	92.34	94.38	94.2	91.62	91.3	92.34	ZNF318	1406	0.18	37.97	91.3
NW_013659143.1:191888-192631	11	741	204	27.53	82.26	100	68.42	68.64	69.74	84.85	84.08	85.67	90.42	85.83	81.38	85.83	ATP7A	743	0.18	68.42	81.38
NW_013660875.1:47845-48126	11	279	89	31.9	82.26	100	67.9	63.7	72.96	86.74	86.02	87.46	89.72	86.02	80.65	83.7	LOC106555371	281	0.18	63.7	80.65
NW_013657828.1:586119-586334	11	215	65	30.23	82.27	100	55.24	69.44	69.91	87.79	86.85	85.92	92.49	87.32	81.69	88.26	SLC5A10	215	0.18	55.24	81.69
NW_013659731.1:44690-44833	11	141	43	30.5	82.27	100	68.79	66.67	68.09	82.27	83.69	92.2	94.33	84.4	80.14	84.4	LIFR	143	0.18	66.67	80.14
NW_013658086.1:783152-783281	11	129	38	29.46	82.27	100	64.34	68.22	66.67	86.05	86.82	84.38	91.47	86.05	85.71	85.27	CDH15	129	0.18	64.34	84.38
NW_013658101.1:709529-713984	11	1465	377	25.73	82.27	100	53.03	48.4	53.61	93.02	92.94	94.51	95.01	91.91	89.76	92.78	RANBP2	4455	0.18	48.4	89.76
NW_013662035.1:3949-4123	11	171	61	35.67	82.27	100	66.67	67.86	72.02	85.38	85.96	88.89	89.47	85.38	77.98	85.38	DAGLB	174	0.18	66.67	77.98
NW_013658180.1:10714-11525	11	351	88	25.07	82.27	100	74.67	69.96	64.29	85.25	85.25	88.3	84.82	86.73	80	85.75	LOC106543091	811	0.18	64.29	80
NW_013657715.1:803854-805346	11	822	146	17.76	82.28	100	68.8	76.02	52.71	89.9	89.78	71.49	91.73	89.29	86.15	89.17	USP31	1492	0.18	52.71	71.49
NW_013658501.1:168955-169938	11	915	136	14.86	82.28	100	73.2	65.02	68.92	83.77	84.21	87.62	92.13	84.43	84.5	81.28	NCOA4	983	0.18	65.02	81.28
NW_013658930.1:127266-127476	11	135	36	26.67	82.28	100	72.22	71.67	70.54	84.44	84.44	90.34	85.19	82.96	81.06	82.22	CKAP2	210	0.18	70.54	81.06
NW_013658211.1:233158-233518	11	276	81	29.35	82.28	100	69.82	72.46	70.46	84.81	83.7	87.21	85.54	85.93	78.26	86.9	YDJC	360	0.18	69.82	78.26
NW_013658754.1:415395-416077	11	333	150	45.05	82.28	100	44.92	71.21	47.54	91.29	91.59	93.09	93.69	92.49	89.79	89.49	PIGQ	682	0.18	44.92	89.49
NW_013658841.1:178965-179822	11	840	224	26.67	82.28	100	76.71	74.06	73.97	81.9	82.14	85.91	86.67	82.5	78.88	82.38	CH25H	857	0.18	73.97	78.88
NW_013657684.1:467539-468320	11	540	137	25.37	82.28	100	44.25	65.55	67.73	90	89.81	91.48	93.72	89.63	84.08	88.89	C1S	781	0.18	44.25	84.08
NW_013657731.1:798010-798132	11	123	41	33.33	82.29	100	65.85	65.04	67.48	87.8	87.8	88.62	90.24	86.99	77.5	87.8	LOC106549601	122	0.18	65.04	77.5
NW_013659107.1:16468-16641	11	174	61	35.06	82.29	100	65.5	61.49	63.79	88.51	89.66	88.51	91.38	87.36	81.03	87.93	LOC106550010	173	0.18	61.49	81.03
NW_013658454.1:548664-548816	11	153	49	32.03	82.29	100	73.2	69.28	69.93	84.97	85.62	89.54	88.24	85.62	76.47	82.35	LOC106545625	152	0.18	69.28	76.47
NW_013658525.1:432552-432674	11	123	39	31.71	82.3	100	65.04	69.92	65	85	85.47	86.99	89.43	87.5	83.76	87.18	LOC106546197	122	0.18	65	83.76
NW_013658532.1:53372-53537	11	165	57	34.55	82.3	100	69.14	61.64	68.52	86.67	86.67	90.3	89.09	84.85	81.21	87.27	CTSS	165	0.18	61.64	81.21
NW_013658019.1:724148-724897	11	438	148	33.79	82.31	100	41.91	80.81	37.6	91.32	91.87	93.38	94.52	92.01	89.5	92.47	THRAP3	749	0.18	37.6	89.5
NW_013657871.1:1005934-1006096	11	162	56	34.57	82.31	100	67.3	71.7	71.7	84.57	83.33	87.65	87.65	83.33	82.39	85.8	LOC106538896	162	0.18	67.3	82.39
NW_013657748.1:57594-57724	11	129	39	30.23	82.32	100	65.77	64.86	68.47	83.72	85.27	87.6	90.7	86.05	84.68	88.37	DLEC1	130	0.18	64.86	83.72
NW_013659480.1:203968-204166	11	195	68	34.87	82.32	100	72.82	45.5	72.31	86.15	86.15	89.23	92.82	87.69	85.64	87.18	SERPINE1	198	0.18	45.5	85.64
NW_013658634.1:56974-58014	11	993	271	27.29	82.32	100	68.31	62.99	67.06	86.71	86.51	87.86	90	86.51	82.28	87.31	LOC106547094	1040	0.18	62.99	82.28
NW_013657923.1:486995-487276	11	282	96	34.04	82.33	100	68.79	69.5	70.57	70.57	90.43	94.98	70.92	90.78	88.3	90.78	LOC106539743	281	0.18	68.79	70.57
NW_013658898.1:336516-336700	11	183	64	34.97	82.33	100	65.03	67.84	67.21	87.98	87.43	86.89	89.62	89.62	77.05	87.01	LOC106548839	184	0.18	65.03	77.05
NW_013657804.1:768636-769577	11	936	352	37.61	82.34	100	63.21	73.87	65.03	90.81	90.38	75.11	94.76	91.88	88.25	72.38	LOC106537660	941	0.18	63.21	72.38
NW_013657904.1:177269-177532	11	264	86	32.58	82.34	100	64.98	68.35	64.98	87.12	87.5	90.32	90.2	87.88	77.27	87.12	LOC106539409	263	0.18	64.98	77.27
NW_013660896.1:11600-11740	11	138	50	36.23	82.34	100	63.7	65.22	65.94	86.96	86.23	92.75	92.03	86.96	78.99	86.96	LOC106555414	140	0.18	63.7	78.99
NW_013658244.1:128633-128925	11	273	81	29.67	82.34	100	65.1	60.09	69.8	87.55	87.55	89.38	91.21	86.45	81.85	86.81	XKR9	292	0.18	60.09	81.85
NW_013658879.1:236027-236158	11	132	34	25.76	82.34	100	55.81	65.56	71.11	87.88	88.64	90.15	92.86	87.88	78.79	87.12	LOC106548726	131	0.18	55.81	78.79
NW_013658417.1:405123-405354	11	231	70	30.3	82.35	100	65.78	65.33	69.78	87.45	86.58	88.31	90.48	87.01	79.82	85.28	LOC106545282	231	0.18	65.33	79.82
NW_013657831.1:274675-275345	11	663	251	37.86	82.35	100	58.52	65.61	63.95	87.33	85.82	89.99	91.86	88.08	86.58	88.08	LOC106538207	670	0.18	58.52	85.82
NW_013658894.1:253820-253998	11	177	50	28.25	82.35	100	67.25	64.91	70.83	86.44	86.44	86.44	89.88	87.01	81.92	84.75	LOC106548808	178	0.18	64.91	81.92
NW_013660692.1:51778-51963	11	186	68	36.56	82.35	100	67.22	66.67	67.2	84.35	87.5	92.47	91.94	87.5	79.03	82	ALOX12B	185	0.18	66.67	79.03
NW_013658334.1:71568-71741	11	156	46	29.49	82.35	100	64.49	64.44	66.67	87.5	87.5	90.3	93.83	86	78.23	86.93	LOC106544595	173	0.18	64.44	78.23
NW_013658266.1:393072-394658	11	707	381	53.89	82.36	100	39.52	40.63	39.68	97.73	97.87	98.3	98.58	97.87	97.59	98.16	YTHDF3	1586	0.18	39.52	97.59
