,,%Identity,,,,,,,,,
QLTV01003132.1:624182-625098,LFLD01136447.1,77.922,77,14,2,204,278,13683,13758,6.27E-06,57.2
QLTV01003132.1:624182-625098,LFLD01082857.1,83.333,60,8,2,236,293,5867,5926,6.27E-06,57.2
QLTV01003132.1:624182-625098,LFLD01157078.1,86.667,45,6,0,236,280,2061,2017,2.19E-05,55.4
QLTV01003132.1:624182-625098,LFLD01024637.1,84,50,8,0,594,643,2126,2077,2.19E-05,55.4
QLTV01003132.1:624182-625098,LFLD01043368.1,85.106,47,7,0,236,282,25386,25340,7.64E-05,54.5
QLTV01003132.1:624182-625098,LFLD01010370.1,88.095,42,5,0,236,277,13096,13137,7.64E-05,54.5
QLTV01003132.1:624182-625098,LFLD01145476.1,84.783,46,7,0,236,281,2672,2627,7.64E-05,53.6
QLTV01003277.1:37217-38138,LFLD01041757.1,92.713,741,35,6,1,730,7046,6314,0,1084
QLTV01003277.1:37217-38138,LFLD01041757.1,94.203,69,4,0,853,921,6284,6216,3.95E-21,107
QLTV01003277.1:37217-38138,LFLD01041757.1,100,32,0,0,836,867,6283,6314,1.80E-06,59
QLTV01003277.1:37217-38138,LFLD01100245.1,82,50,7,1,856,905,12785,12832,0.003,48.2
QLTV01003277.1:37217-38138,LFLD01086741.1,78.788,66,11,3,718,783,4219,4157,0.011,46.4
QLTV01003277.1:37217-38138,LFLD01040036.1,83.333,42,7,0,800,841,63196,63155,0.04,45.5
QLTV01003277.1:37217-38138,LFLD01036838.1,93.103,29,2,0,580,608,8384,8356,0.04,44.6
QLTV01003277.1:37217-38138,LFLD01158907.1,90.323,31,3,0,804,834,1511,1481,0.14,43.7
QLTV01003277.1:37217-38138,LFLD01144473.1,91.429,35,1,2,700,732,2579,2545,0.14,43.7
QLTV01003277.1:37217-38138,LFLD01120703.1,88.571,35,2,1,272,306,10132,10164,0.14,43.7
QLTV01003277.1:37217-38138,LFLD01074872.1,88.235,34,1,1,700,730,961,928,0.14,42.8
QLTV01003277.1:37217-38138,LFLD01046368.1,82,50,3,3,594,642,5992,6036,0.14,42.8
QLTV01003285.1:706407-707338,LFLD01124149.1,94.675,939,34,6,1,932,2295,1366,0,1456
QLTV01003285.1:706407-707338,LFLD01115963.1,87.692,65,6,2,270,334,18754,18816,2.34E-11,75.2
QLTV01003285.1:706407-707338,LFLD01092110.1,85.484,62,7,2,270,331,554,495,4.22E-08,65.3
QLTV01003285.1:706407-707338,LFLD01125074.1,84.375,64,8,2,274,337,6110,6049,4.22E-08,64.4
QLTV01003285.1:706407-707338,LFLD01039234.1,88.333,60,3,4,274,332,3682,3626,1.47E-07,63.5
QLTV01003285.1:706407-707338,LFLD01168690.1,79.73,74,10,2,270,340,8364,8435,1.47E-07,62.6
QLTV01003285.1:706407-707338,LFLD01071671.1,82.857,70,9,3,270,338,4281,4348,1.47E-07,62.6
QLTV01003285.1:706407-707338,LFLD01033210.1,84.746,59,4,2,270,328,3032,2979,1.47E-07,62.6
QLTV01003285.1:706407-707338,LFLD01032843.1,83.077,65,8,2,270,334,299,238,1.47E-07,62.6
QLTV01003285.1:706407-707338,LFLD01031263.1,83.333,66,5,3,262,327,21969,21910,1.47E-07,62.6
QLTV01003294.1:998706-999625,LFLD01113436.1,87.706,667,59,7,275,920,10279,9615,0,823
QLTV01003294.1:998706-999625,LFLD01113436.1,89.547,287,20,1,1,277,11275,10989,2.83E-105,388
QLTV01003294.1:998706-999625,LFLD01086156.1,81.081,74,13,1,536,608,924,851,3.47E-09,68
QLTV01003294.1:998706-999625,LFLD01108577.1,76.744,86,19,1,539,623,1404,1489,1.47E-07,62.6
QLTV01003294.1:998706-999625,LFLD01010737.1,76.623,77,18,0,532,608,8313,8389,1.80E-06,59
QLTV01003294.1:998706-999625,LFLD01072808.1,75,92,19,2,534,624,7502,7414,6.27E-06,58.1
QLTV01003294.1:998706-999625,LFLD01045485.1,77.027,74,17,0,551,624,4258,4331,6.27E-06,58.1
QLTV01003294.1:998706-999625,LFLD01098005.1,82.143,56,10,0,575,630,1048,1103,6.27E-06,57.2
QLTV01003294.1:998706-999625,LFLD01091478.1,87.5,48,5,1,575,622,3052,3006,6.27E-06,57.2
QLTV01003294.1:998706-999625,LFLD01115979.1,73.958,96,23,2,330,424,1273,1367,7.64E-05,54.5
QLTV01003294.1:998706-999625,LFLD01115979.1,70.833,96,25,2,532,624,1469,1564,0.48,41.9
QLTV01003294.1:998706-999625,LFLD01009004.1,70.992,131,31,4,320,447,4996,5122,7.64E-05,54.5
QLTV01003313.1:415157-416065,LFLD01114133.1,88.235,527,46,3,1,518,706,1225,0,673
QLTV01003313.1:415157-416065,LFLD01165455.1,84.375,96,12,2,527,619,2231,2136,5.87E-19,100
QLTV01003313.1:415157-416065,LFLD01063276.1,86.207,87,11,1,534,619,2544,2630,5.87E-19,100
QLTV01003313.1:415157-416065,LFLD01123313.1,84.27,89,13,1,532,619,815,903,2.49E-17,95.1
QLTV01003313.1:415157-416065,LFLD01056573.1,86.747,83,9,2,530,610,3036,2954,8.71E-17,94.2
QLTV01003313.1:415157-416065,LFLD01027282.1,84.091,88,13,1,534,620,5965,6052,8.71E-17,93.3
QLTV01003313.1:415157-416065,LFLD01011970.1,82.105,95,16,1,526,619,7380,7474,3.04E-16,92.4
QLTV01003313.1:415157-416065,LFLD01143949.1,83.908,87,13,1,534,619,25590,25676,3.04E-16,91.5
QLTV01003313.1:415157-416065,LFLD01143949.1,74.074,81,19,2,540,618,3699,3619,0.04,45.5
QLTV01003313.1:415157-416065,LFLD01143949.1,71.765,85,23,1,536,619,686,602,0.14,42.8
QLTV01003313.1:415157-416065,LFLD01143949.1,70.93,86,24,1,534,618,9327,9412,1.7,40.1
QLTV01003313.1:415157-416065,LFLD01119621.1,83.908,87,13,1,534,619,13180,13094,3.04E-16,91.5
QLTV01003313.1:415157-416065,LFLD01075835.1,87.013,77,9,1,534,609,10399,10475,3.04E-16,91.5
QLTV01003313.1:415157-416065,LFLD01075835.1,75.862,87,20,1,534,619,8457,8543,1.80E-06,59.9
QLTV01003388.1:1784581-1785566,LFLD01057487.1,91.346,624,32,9,2,618,23441,24049,0,862
QLTV01003388.1:1784581-1785566,LFLD01057487.1,91.864,381,26,3,611,986,24198,24578,7.10E-151,539
QLTV01003388.1:1784581-1785566,LFLD01001758.1,85.366,41,6,0,265,305,5819,5859,0.003,48.2
QLTV01003388.1:1784581-1785566,LFLD01059449.1,83.721,43,7,0,714,756,7279,7237,0.011,47.3
QLTV01003388.1:1784581-1785566,LFLD01018037.1,85,40,6,0,259,298,1414,1375,0.011,46.4
QLTV01003388.1:1784581-1785566,LFLD01065129.1,82.927,41,7,0,688,728,4962,4922,0.14,43.7
QLTV01003388.1:1784581-1785566,LFLD01068518.1,92.857,28,2,0,483,510,11555,11528,0.14,42.8
QLTV01003388.1:1784581-1785566,LFLD01068518.1,92.857,28,2,0,483,510,27473,27446,0.14,42.8
QLTV01003388.1:1784581-1785566,LFLD01023002.1,87.879,33,4,0,112,144,21766,21798,0.14,42.8
QLTV01003388.1:1784581-1785566,LFLD01070884.1,96,25,1,0,730,754,6537,6561,0.48,41.9
QLTV01003388.1:1784581-1785566,LFLD01063550.1,87.179,39,3,2,436,473,2957,2920,0.48,41.9
QLTV01003388.1:1784581-1785566,LFLD01029588.1,80,45,4,1,291,330,35654,35698,0.48,41.9
QLTV01003388.1:1881361-1882356,LFLD01165251.1,91.842,809,51,4,2,808,21315,22110,0,1158
QLTV01003388.1:1881361-1882356,LFLD01165251.1,90.155,193,14,1,803,995,22905,23092,8.13E-68,263
QLTV01003388.1:1881361-1882356,LFLD01136381.1,85,40,6,0,870,909,4175,4214,0.011,46.4
QLTV01003388.1:1881361-1882356,LFLD01047986.1,89.474,38,2,2,856,892,11958,11922,0.04,44.6
QLTV01003388.1:1881361-1882356,LFLD01134233.1,90.909,33,2,1,283,314,30368,30400,0.14,43.7
QLTV01003388.1:1881361-1882356,LFLD01029367.1,93.333,30,0,1,866,895,10903,10930,0.14,43.7
QLTV01003388.1:1881361-1882356,LFLD01127313.1,80.851,47,2,2,866,911,7957,7997,0.14,42.8
QLTV01003388.1:1881361-1882356,LFLD01097048.1,80.435,46,6,1,851,896,14779,14821,0.48,41.9
QLTV01003388.1:1881361-1882356,LFLD01080915.1,90,30,3,0,870,899,52,23,0.48,41.9
QLTV01003388.1:1881361-1882356,LFLD01000549.1,90,30,3,0,870,899,4005,3976,0.48,41.9
QLTV01003388.1:1881361-1882356,LFLD01093566.1,100,22,0,0,865,886,3792,3771,0.48,41
QLTV01003388.1:3358793-3359739,LFLD01071134.1,90.282,957,61,9,16,947,42339,43288,0,1296
QLTV01003388.1:3358793-3359739,LFLD01013557.1,74.737,95,22,1,158,250,10438,10532,5.15E-07,61.7
QLTV01003388.1:3358793-3359739,LFLD01057123.1,74.684,79,19,1,159,237,2493,2570,0.001,50
QLTV01003388.1:3358793-3359739,LFLD01172354.1,71.845,103,20,4,164,262,1082,985,0.011,46.4
QLTV01003388.1:3358793-3359739,LFLD01077608.1,90.625,32,3,0,148,179,71518,71549,0.04,45.5
QLTV01003388.1:3358793-3359739,LFLD01077608.1,92.308,26,2,0,3,28,23633,23608,1.7,39.2
QLTV01003388.1:3358793-3359739,LFLD01083567.1,78.571,56,6,2,217,271,17741,17791,0.04,44.6
QLTV01003388.1:3358793-3359739,LFLD01050109.1,90.323,31,3,0,2,32,60027,60057,0.14,43.7
QLTV01003388.1:3358793-3359739,LFLD01094932.1,92.857,28,2,0,524,551,18143,18116,0.14,42.8
QLTV01003388.1:3358793-3359739,LFLD01059292.1,80,50,9,1,158,206,4013,4062,0.14,42.8
QLTV01003388.1:3358793-3359739,LFLD01161406.1,96.296,27,0,1,761,787,1854,1829,0.48,41.9
QLTV01003390.1:1014115-1015018,LFLD01038574.1,86.937,888,53,7,1,874,1351,2189,0,1104
QLTV01003390.1:1014115-1015018,LFLD01126894.1,80,80,16,0,540,619,775,696,8.15E-11,73.4
QLTV01003390.1:1014115-1015018,LFLD01025855.1,81.132,53,8,1,339,391,2882,2832,0.003,49.1
QLTV01003390.1:1014115-1015018,LFLD01025483.1,100,25,0,0,687,711,2917,2941,0.011,46.4
QLTV01003390.1:1014115-1015018,LFLD01157903.1,91.176,34,2,1,352,384,1094,1127,0.04,45.5
QLTV01003390.1:1014115-1015018,LFLD01035325.1,88.889,36,2,1,383,418,14760,14727,0.04,45.5
QLTV01003390.1:1014115-1015018,LFLD01010530.1,76.923,65,11,2,713,777,1003,943,0.04,45.5
QLTV01003390.1:1014115-1015018,LFLD01003909.1,74.648,71,17,1,281,351,2336,2267,0.04,44.6
QLTV01003390.1:1014115-1015018,LFLD01168269.1,88.571,35,2,1,729,763,11075,11107,0.14,43.7
QLTV01003390.1:1014115-1015018,LFLD01084020.1,81.481,54,6,3,377,430,1593,1642,0.14,43.7
QLTV01003390.1:2058481-2059402,LFLD01007627.1,90.641,951,52,12,1,922,5968,6910,0,1294
QLTV01003390.1:2058481-2059402,LFLD01033274.1,92.857,28,2,0,268,295,2140,2113,0.14,42.8
QLTV01003390.1:2058481-2059402,LFLD01076114.1,96,25,1,0,669,693,1503,1527,0.48,41.9
QLTV01003390.1:2058481-2059402,LFLD01074412.1,85.714,35,5,0,122,156,6450,6416,0.48,41.9
QLTV01003390.1:2058481-2059402,LFLD01055132.1,96,25,1,0,750,774,2202,2178,0.48,41.9
QLTV01003390.1:2058481-2059402,LFLD01000207.1,96,25,1,0,565,589,6588,6612,0.48,41.9
QLTV01003390.1:2058481-2059402,LFLD01117812.1,74.648,71,6,4,545,604,9035,8966,0.48,41
QLTV01003390.1:2058481-2059402,LFLD01079936.1,87.5,32,4,0,570,601,11105,11074,0.48,41
QLTV01003390.1:2058481-2059402,LFLD01036771.1,84.615,39,5,1,563,601,3048,3085,0.48,41
QLTV01003390.1:2058481-2059402,LFLD01006998.1,83.721,43,4,2,561,603,4534,4495,0.48,41
QLTV01003391.1:2921542-2922457,LFLD01029795.1,93.584,904,27,9,1,888,12245,13133,0,1357
QLTV01003391.1:2921542-2922457,LFLD01029795.1,93.103,29,1,1,889,916,13154,13182,0.48,41
QLTV01003391.1:2921542-2922457,LFLD01074146.1,96.296,27,1,0,533,559,2902,2928,0.04,45.5
QLTV01003391.1:2921542-2922457,LFLD01042104.1,93.548,31,1,1,48,78,25171,25200,0.04,44.6
QLTV01003391.1:2921542-2922457,LFLD01106704.1,80.435,46,9,0,514,559,30871,30916,0.14,43.7
QLTV01003391.1:2921542-2922457,LFLD01065464.1,75,72,15,2,504,572,1992,2063,0.14,43.7
QLTV01003391.1:2921542-2922457,LFLD01014861.1,90.323,31,3,0,44,74,16953,16983,0.14,43.7
QLTV01003391.1:2921542-2922457,LFLD01148807.1,87.879,33,4,0,286,318,1776,1808,0.14,42.8
QLTV01003391.1:2921542-2922457,LFLD01144636.1,77.358,53,12,0,454,506,1160,1212,0.14,42.8
QLTV01003391.1:2921542-2922457,LFLD01107713.1,84.211,38,6,0,85,122,855,892,0.14,42.8
QLTV01003391.1:2921542-2922457,LFLD01096574.1,76.119,67,9,3,522,585,397,459,0.14,42.8
QLTV01003392.1:191767-192734,LFLD01012813.1,93.621,972,51,6,1,968,2436,1472,0,1457
QLTV01003392.1:191767-192734,LFLD01000522.1,88.571,35,2,1,3,37,9629,9597,0.14,43.7
QLTV01003392.1:191767-192734,LFLD01105613.1,92.857,28,2,0,10,37,1421,1448,0.14,42.8
QLTV01003392.1:191767-192734,LFLD01122522.1,82.5,40,7,0,250,289,16912,16873,0.48,41.9
QLTV01003392.1:191767-192734,LFLD01165106.1,100,22,0,0,12,33,3351,3372,0.48,41
QLTV01003392.1:191767-192734,LFLD01091228.1,87.5,32,4,0,10,41,13962,13993,0.48,41
QLTV01003392.1:191767-192734,LFLD01059542.1,92.593,27,2,0,451,477,6923,6949,0.48,41
QLTV01003392.1:191767-192734,LFLD01054356.1,92.593,27,2,0,11,37,1879,1853,0.48,41
QLTV01003392.1:191767-192734,LFLD01154218.1,95.833,24,1,0,742,765,21741,21718,1.7,40.1
QLTV01003392.1:191767-192734,LFLD01049341.1,89.655,29,3,0,113,141,2798,2826,1.7,40.1
QLTV01003397.1:384496-385479,LFLD01141165.1,91.235,1004,58,7,1,984,6842,5849,0,1410
QLTV01003397.1:384496-385479,LFLD01077444.1,83.721,43,7,0,799,841,3958,3916,0.011,47.3
QLTV01003397.1:384496-385479,LFLD01056468.1,96.429,28,1,0,541,568,12805,12832,0.011,47.3
QLTV01003397.1:384496-385479,LFLD01049108.1,100,25,0,0,232,256,1337,1361,0.011,46.4
QLTV01003397.1:384496-385479,LFLD01091705.1,90.909,33,2,1,685,716,367,399,0.14,43.7
QLTV01003397.1:384496-385479,LFLD01050343.1,92.593,27,2,0,326,352,37577,37603,0.48,41
QLTV01003397.1:384496-385479,LFLD01026596.1,79.592,49,9,1,723,770,951,999,0.48,41
QLTV01003397.1:384496-385479,LFLD01010840.1,93.103,29,1,1,532,560,2671,2644,0.48,41
QLTV01003397.1:384496-385479,LFLD01162665.1,95.833,24,1,0,544,567,5522,5545,1.7,40.1
QLTV01003397.1:384496-385479,LFLD01084780.1,85.294,34,5,0,229,262,4404,4371,1.7,40.1
QLTV01003401.1:1036483-1037427,LFLD01029721.1,97.947,341,6,1,604,944,1457,1118,2.32E-163,581
QLTV01003401.1:1036483-1037427,LFLD01020075.1,80,65,6,3,286,345,5249,5311,2.67E-04,52.7
QLTV01003401.1:1036483-1037427,LFLD01036306.1,73.034,89,21,2,100,187,1757,1843,0.011,47.3
QLTV01003401.1:1036483-1037427,LFLD01146629.1,90.625,32,3,0,197,228,65,96,0.04,45.5
QLTV01003401.1:1036483-1037427,LFLD01026468.1,87.805,41,3,2,126,166,4340,4378,0.04,45.5
QLTV01003401.1:1036483-1037427,LFLD01058533.1,78.689,61,7,3,80,135,993,934,0.04,44.6
QLTV01003401.1:1036483-1037427,LFLD01019756.1,82,50,6,2,267,315,3372,3325,0.04,44.6
QLTV01003401.1:1036483-1037427,LFLD01069045.1,79.63,54,7,2,289,342,1758,1807,0.14,43.7
QLTV01003401.1:1036483-1037427,LFLD01106440.1,92.857,28,2,0,77,104,306,279,0.14,42.8
QLTV01003401.1:1036483-1037427,LFLD01131241.1,74.648,71,15,2,62,132,592,525,0.48,41.9
QLTV01003402.1:1548676-1549660,LFLD01009348.1,87.888,999,70,7,1,985,3196,4157,0,1271
QLTV01003402.1:1548676-1549660,LFLD01028254.1,82.609,46,7,1,407,452,266,310,0.04,44.6
QLTV01003402.1:1548676-1549660,LFLD01118832.1,86.111,36,5,0,700,735,643,678,0.14,43.7
QLTV01003402.1:1548676-1549660,LFLD01051007.1,80.851,47,6,1,609,652,18829,18783,0.14,43.7
QLTV01003402.1:1548676-1549660,LFLD01027998.1,80.435,46,9,0,648,693,4420,4465,0.14,43.7
QLTV01003402.1:1548676-1549660,LFLD01165543.1,82.979,47,6,2,615,660,12258,12213,0.14,42.8
QLTV01003402.1:1548676-1549660,LFLD01154605.1,82.979,47,6,2,583,627,25355,25401,0.14,42.8
QLTV01003402.1:1548676-1549660,LFLD01108971.1,100,23,0,0,653,675,604,582,0.14,42.8
QLTV01003402.1:1548676-1549660,LFLD01092267.1,84.211,38,6,0,603,640,395,358,0.14,42.8
QLTV01003402.1:1548676-1549660,LFLD01079548.1,85.714,35,5,0,305,339,906,872,0.48,41.9
QLTV01003426.1:32077-33030,LFLD01120651.1,91.106,832,49,6,119,936,1892,2712,0,1163
QLTV01003426.1:32077-33030,LFLD01120651.1,95.122,123,6,0,3,125,605,727,9.92E-48,196
QLTV01003426.1:32077-33030,LFLD01140692.1,91.667,36,2,1,499,533,1878,1843,0.003,49.1
QLTV01003426.1:32077-33030,LFLD01101234.1,86.111,36,5,0,108,143,1711,1676,0.14,43.7
QLTV01003426.1:32077-33030,LFLD01015261.1,96.154,26,1,0,777,802,3822,3847,0.14,43.7
QLTV01003426.1:32077-33030,LFLD01087693.1,80,50,9,1,309,357,5534,5583,0.14,42.8
QLTV01003426.1:32077-33030,LFLD01037193.1,88.571,35,3,1,827,860,6833,6867,0.14,42.8
QLTV01003426.1:32077-33030,LFLD01106789.1,90,30,3,0,514,543,3402,3373,0.48,41.9
QLTV01003426.1:32077-33030,LFLD01089938.1,84.091,44,5,2,288,331,417,458,0.48,41.9
QLTV01003426.1:32077-33030,LFLD01074696.1,82.5,40,7,0,828,867,4302,4341,0.48,41.9
QLTV01003426.1:32077-33030,LFLD01047924.1,79.592,49,8,1,105,153,5185,5231,0.48,41.9
QLTV01003432.1:279358-280302,LFLD01076432.1,88.71,558,46,5,24,570,2521,1970,0,716
QLTV01003432.1:279358-280302,LFLD01076432.1,91.429,105,9,0,560,664,1737,1633,1.29E-33,150
QLTV01003432.1:279358-280302,LFLD01163938.1,87.96,299,9,5,659,944,3005,2721,4.20E-103,379
QLTV01003432.1:279358-280302,LFLD01038236.1,86.047,43,6,0,487,529,7640,7682,2.67E-04,51.8
QLTV01003432.1:279358-280302,LFLD01136401.1,74.713,87,11,4,440,520,3400,3481,0.001,50.9
QLTV01003432.1:279358-280302,LFLD01165371.1,86.364,44,5,1,487,529,1397,1440,0.001,50
QLTV01003432.1:279358-280302,LFLD01109726.1,89.189,37,4,0,484,520,6185,6221,0.001,50
QLTV01003432.1:279358-280302,LFLD01036108.1,89.189,37,4,0,487,523,4496,4460,0.001,50
QLTV01003432.1:279358-280302,LFLD01036108.1,85.294,34,3,1,487,520,4558,4527,5.9,37.4
QLTV01003432.1:279358-280302,LFLD01036108.1,92,25,2,0,492,516,21731,21755,5.9,37.4
QLTV01003432.1:279358-280302,LFLD01010800.1,89.189,37,4,0,483,519,10271,10307,0.001,50
QLTV01003432.1:279358-280302,LFLD01167618.1,91.176,34,3,0,487,520,1863,1830,0.003,49.1
QLTV01003432.1:279358-280302,LFLD01153872.1,91.176,34,3,0,487,520,313,346,0.003,49.1
QLTV01003442.1:1023125-1024064,LFLD01049700.1,75.648,965,102,24,1,940,3122,2266,0,693
QLTV01003442.1:1023125-1024064,LFLD01049700.1,77.049,61,11,2,814,871,1039,979,0.48,41.9
QLTV01003442.1:1023125-1024064,LFLD01165160.1,90.625,32,3,0,513,544,1262,1293,0.04,45.5
QLTV01003442.1:1023125-1024064,LFLD01058551.1,90.625,32,3,0,726,757,3622,3591,0.04,45.5
QLTV01003442.1:1023125-1024064,LFLD01063333.1,92.857,28,2,0,333,360,1309,1336,0.14,42.8
QLTV01003442.1:1023125-1024064,LFLD01144942.1,90.625,32,2,1,142,173,2143,2173,0.48,41.9
QLTV01003442.1:1023125-1024064,LFLD01144942.1,88.235,34,3,1,142,174,1577,1610,0.48,41
QLTV01003442.1:1023125-1024064,LFLD01069273.1,90.625,32,2,1,142,172,5802,5833,0.48,41.9
QLTV01003442.1:1023125-1024064,LFLD01045215.1,85.714,35,5,0,839,873,9023,8989,0.48,41.9
QLTV01003442.1:1023125-1024064,LFLD01017010.1,88.235,34,2,1,149,180,3133,3100,0.48,41.9
QLTV01003442.1:1023125-1024064,LFLD01016372.1,86.486,37,4,1,65,100,113,149,0.48,41.9
QLTV01003442.1:1023125-1024064,LFLD01007326.1,90,30,3,0,757,786,10132,10161,0.48,41.9
QLTV01003456.1:3891325-3892312,LFLD01016268.1,94.183,997,43,5,1,988,4437,5427,0,1528
QLTV01003456.1:3891325-3892312,LFLD01098923.1,86.842,38,4,1,126,162,2193,2230,0.14,43.7
QLTV01003456.1:3891325-3892312,LFLD01103583.1,75,60,9,1,154,207,1131,1190,0.14,42.8
QLTV01003456.1:3891325-3892312,LFLD01061582.1,92.857,28,2,0,909,936,3689,3662,0.14,42.8
QLTV01003456.1:3891325-3892312,LFLD01060712.1,84.211,38,6,0,535,572,16483,16446,0.14,42.8
QLTV01003456.1:3891325-3892312,LFLD01096827.1,75,60,15,0,461,520,4435,4376,0.48,41.9
QLTV01003456.1:3891325-3892312,LFLD01085619.1,90,30,3,0,939,968,10361,10390,0.48,41.9
QLTV01003456.1:3891325-3892312,LFLD01071120.1,85.714,35,5,0,162,196,14077,14043,0.48,41.9
QLTV01003456.1:3891325-3892312,LFLD01067764.1,90,30,3,0,167,196,9531,9560,0.48,41.9
QLTV01003456.1:3891325-3892312,LFLD01083819.1,86.111,36,3,1,420,455,9711,9744,0.48,41
QLTV01003457.1:505121-506038,LFLD01016532.1,84.086,886,82,11,1,879,567,1400,0,966
QLTV01003457.1:505121-506038,LFLD01128344.1,72.368,152,42,0,314,465,1191,1040,1.29E-14,86
QLTV01003457.1:505121-506038,LFLD01063644.1,85.366,41,4,1,586,624,677,637,0.04,45.5
QLTV01003457.1:505121-506038,LFLD01049670.1,92.593,27,2,0,303,329,9115,9141,0.48,41
QLTV01003457.1:505121-506038,LFLD01127724.1,80.435,46,8,1,496,541,5587,5543,1.7,40.1
QLTV01003457.1:505121-506038,LFLD01127724.1,85.714,35,4,1,507,541,5465,5432,5.9,38.3
QLTV01003457.1:505121-506038,LFLD01090590.1,89.655,29,3,0,297,325,511,539,1.7,40.1
QLTV01003457.1:505121-506038,LFLD01006715.1,78.846,52,7,2,591,642,11231,11184,1.7,40.1
QLTV01003457.1:505121-506038,LFLD01159372.1,92.308,26,2,0,300,325,7954,7929,1.7,39.2
QLTV01003457.1:505121-506038,LFLD01094303.1,78.846,52,8,2,159,209,5540,5589,1.7,39.2
QLTV01003457.1:505121-506038,LFLD01074849.1,79.592,49,6,2,520,568,1984,2028,1.7,39.2
QLTV01003459.1:787808-788800,LFLD01012327.1,89.94,994,71,11,2,993,4384,3418,0,1319
QLTV01003459.1:787808-788800,LFLD01058208.1,90.625,32,3,0,789,820,2042,2011,0.04,45.5
QLTV01003459.1:787808-788800,LFLD01002550.1,91.176,34,2,1,927,960,6481,6513,0.04,45.5
QLTV01003459.1:787808-788800,LFLD01149608.1,93.103,29,2,0,308,336,11931,11959,0.04,44.6
QLTV01003459.1:787808-788800,LFLD01128469.1,88.571,35,2,1,710,742,4214,4180,0.14,43.7
QLTV01003459.1:787808-788800,LFLD01163527.1,81.395,43,8,0,802,844,2234,2192,0.14,42.8
QLTV01003459.1:787808-788800,LFLD01147178.1,84.615,39,4,1,818,856,5103,5067,0.48,41.9
QLTV01003459.1:787808-788800,LFLD01110379.1,80,45,9,0,802,846,12065,12109,0.48,41.9
QLTV01003459.1:787808-788800,LFLD01072557.1,90,30,3,0,467,496,14917,14888,0.48,41.9
QLTV01003459.1:787808-788800,LFLD01060257.1,85.714,35,5,0,570,604,5154,5188,0.48,41.9
QLTV01003467.1:348560-349555,LFLD01166404.1,88.625,1011,54,10,2,996,6865,5900,0,1315
QLTV01003467.1:348560-349555,LFLD01003307.1,77.465,71,16,0,187,257,26757,26687,6.27E-06,57.2
QLTV01003467.1:348560-349555,LFLD01150066.1,80.328,61,11,1,325,385,10796,10855,7.64E-05,53.6
QLTV01003467.1:348560-349555,LFLD01169314.1,73.118,93,24,1,178,270,438,347,2.67E-04,52.7
QLTV01003467.1:348560-349555,LFLD01046825.1,84.314,51,4,2,343,390,11874,11825,2.67E-04,51.8
QLTV01003467.1:348560-349555,LFLD01157357.1,74.39,82,20,1,175,256,5208,5288,0.001,50.9
QLTV01003467.1:348560-349555,LFLD01070494.1,79.688,64,11,2,325,388,6196,6257,0.001,50.9
QLTV01003467.1:348560-349555,LFLD01112915.1,80,65,9,3,325,388,12338,12277,0.001,50
QLTV01003467.1:348560-349555,LFLD01105566.1,84.091,44,7,0,325,368,6766,6809,0.003,49.1
QLTV01003467.1:348560-349555,LFLD01102305.1,78.689,61,12,1,327,387,15342,15283,0.003,49.1
QLTV01003479.1:2635221-2636155,LFLD01036518.1,93.77,931,43,2,10,935,5639,4719,0,1423
QLTV01003479.1:2635221-2636155,LFLD01093358.1,70.435,115,29,2,108,218,2398,2511,0.001,50.9
QLTV01003479.1:2635221-2636155,LFLD01123978.1,82.979,47,8,0,103,149,6974,6928,0.001,50
QLTV01003479.1:2635221-2636155,LFLD01116319.1,90.909,33,3,0,154,186,28218,28186,0.011,47.3
QLTV01003479.1:2635221-2636155,LFLD01058792.1,69.565,115,34,1,103,216,1303,1417,0.011,47.3
QLTV01003479.1:2635221-2636155,LFLD01007990.1,72.093,86,21,1,105,187,7477,7562,0.011,46.4
QLTV01003479.1:2635221-2636155,LFLD01007790.1,80,50,10,0,162,211,6130,6179,0.011,46.4
QLTV01003479.1:2635221-2636155,LFLD01007247.1,82.222,45,8,0,171,215,1571,1615,0.011,46.4
QLTV01003479.1:2635221-2636155,LFLD01080910.1,84.091,44,6,1,148,191,4552,4510,0.04,45.5
QLTV01003479.1:2635221-2636155,LFLD01031050.1,79.31,58,9,2,138,193,53608,53664,0.04,45.5
QLTV01003654.1:1053531-1054447,LFLD01080732.1,92.88,927,55,5,1,917,664,1589,0,1362
QLTV01003654.1:1053531-1054447,LFLD01128791.1,84.091,44,7,0,326,369,5118,5075,0.003,49.1
QLTV01003654.1:1053531-1054447,LFLD01126649.1,82.222,45,8,0,330,374,2876,2920,0.011,46.4
QLTV01003654.1:1053531-1054447,LFLD01170094.1,93.103,29,2,0,422,450,1616,1644,0.04,44.6
QLTV01003654.1:1053531-1054447,LFLD01054277.1,86.111,36,5,0,318,353,3448,3413,0.14,43.7
QLTV01003654.1:1053531-1054447,LFLD01016955.1,86.842,38,4,1,314,351,5018,4982,0.14,43.7
QLTV01003654.1:1053531-1054447,LFLD01039699.1,87.879,33,4,0,622,654,55954,55986,0.14,42.8
QLTV01003654.1:1053531-1054447,LFLD01028790.1,81.395,43,8,0,327,369,13651,13609,0.14,42.8
QLTV01003654.1:1053531-1054447,LFLD01109983.1,91.176,34,1,2,392,424,4007,4039,0.48,41.9
